difficulty,ablation,method,episode,reward,latency_mean,task_energy_mean,flight_energy_mean,total_energy_mean,success_rate,drop_rate,offload_ratio_mean
v2x_hotspot_hard,none,random,37,-320.4957960642301,0.23386905946229317,4.472706349193803,138.95844891095786,143.43115526015166,0.8388888888888888,0.16111111111111112,0.5214981271225337
v2x_hotspot_hard,none,random,38,-459.3274205641735,0.30770026738604855,6.469767797256788,145.37437570927753,151.8441435065343,0.7611111111111112,0.23888888888888887,0.5021308665502786
v2x_hotspot_hard,none,random,39,-224.04479088352892,0.14359240940880053,3.069725034698753,141.9810581773245,145.05078321202328,0.8833333333333333,0.11666666666666665,0.4924394917737762
v2x_hotspot_hard,none,random,40,-638.8593270863721,0.41809950641472077,8.643989793012686,136.1395027760749,144.78349256908763,0.6638888888888889,0.3361111111111111,0.5118075519914079
v2x_hotspot_hard,none,greedy_partial,1,-62.07567367386468,0.07662773213743403,1.1090388331253245,81.88063131315478,82.98967014628012,0.9777777777777777,0.02222222222222222,0.75
v2x_hotspot_hard,none,greedy_partial,2,-18.157002873150983,0.019935834329970856,0.22963061660277692,99.10711986211301,99.33675047871579,0.9944444444444444,0.005555555555555555,0.75
v2x_hotspot_hard,none,greedy_partial,3,-104.64621204535732,0.07163096990112301,1.0510001893859957,94.25109584238179,95.30209603176779,0.9472222222222223,0.05277777777777777,0.75
v2x_hotspot_hard,none,greedy_partial,4,-145.10494847970568,0.11802251731959375,2.016114639411985,85.21196018232003,87.22807482173202,0.9305555555555557,0.06944444444444443,0.735
v2x_hotspot_hard,none,greedy_partial,5,-172.71723901011921,0.1159111134248635,1.9687700859087562,97.67250248637087,99.64127257227965,0.9111111111111112,0.08888888888888889,0.75
v2x_hotspot_hard,none,greedy_partial,6,-212.19294941018217,0.13810427810258666,2.1231845660343636,80.390458542331,82.51364310836536,0.8888888888888891,0.11111111111111113,0.7349999999999999
v2x_hotspot_hard,none,greedy_partial,7,-194.0013889473902,0.12089810244557068,2.0789719024699513,80.52343033035378,82.60240223282375,0.897222222222222,0.10277777777777776,0.735
v2x_hotspot_hard,none,greedy_partial,8,-158.7755267653197,0.15583705360475222,2.9362712716375223,86.20331098199337,89.13958225363089,0.9305555555555556,0.06944444444444443,0.7200000000000001
v2x_hotspot_hard,none,greedy_partial,9,-193.60544942531374,0.16331135547718362,3.2004412426795708,90.57827387490916,93.77871511758872,0.9083333333333334,0.09166666666666666,0.7200000000000001
v2x_hotspot_hard,none,greedy_partial,10,-178.7808911564827,0.1884946815261536,3.832349205675904,93.59451102990302,97.42686023557887,0.925,0.075,0.675
v2x_hotspot_hard,none,greedy_partial,11,-91.89209885335099,0.11462044686906303,2.106169270393249,85.51843007921691,87.62459934961011,0.9666666666666667,0.03333333333333333,0.725
v2x_hotspot_hard,none,greedy_partial,12,-106.36053378518878,0.09930006824877945,1.7823972333490483,85.30124328758993,87.08364052093901,0.9527777777777778,0.04722222222222221,0.75
v2x_hotspot_hard,none,greedy_partial,13,-230.58993797239899,0.1883823025108506,3.484893408638009,88.92540887445504,92.41030228309312,0.8888888888888887,0.11111111111111109,0.705
v2x_hotspot_hard,none,greedy_partial,14,-48.93311882454725,0.05072153559536146,0.6450449907014751,88.46715534986792,89.11220034056943,0.9805555555555555,0.01944444444444444,0.75
v2x_hotspot_hard,none,greedy_partial,15,-123.813742297655,0.09159434475808838,1.45915868952687,93.20011413524477,94.65927282477165,0.938888888888889,0.0611111111111111,0.745
v2x_hotspot_hard,none,greedy_partial,16,-84.90300831514223,0.10637635949074384,1.7229982618092263,85.19429835400625,86.91729661581546,0.9694444444444444,0.03055555555555555,0.74
v2x_hotspot_hard,none,greedy_partial,17,-67.67986906266457,0.06974074978126829,1.0406752657915692,84.73262944780761,85.77330471359919,0.9722222222222221,0.027777777777777776,0.745
v2x_hotspot_hard,none,greedy_partial,18,-129.23667322885584,0.07418570790436206,1.053455478442469,83.2738239644071,84.32727944284956,0.9305555555555555,0.06944444444444443,0.75
v2x_hotspot_hard,none,greedy_partial,19,-174.82830563823066,0.17752930419481172,3.4397409401721517,93.81879666310736,97.25853760327946,0.9250000000000002,0.075,0.705
v2x_hotspot_hard,none,greedy_partial,20,-152.15507354426887,0.08248422309224633,1.1520719829331687,80.87303571907384,82.02510770200705,0.9166666666666665,0.08333333333333333,0.75
v2x_hotspot_hard,none,greedy_partial,21,-258.3927635728285,0.1659084037263741,3.0416264645664706,85.81631457989582,88.8579410444623,0.8638888888888889,0.1361111111111111,0.735
v2x_hotspot_hard,none,greedy_partial,22,-135.96804349160905,0.11489227914504471,2.0040588383886533,84.89004114137668,86.89409997976531,0.9361111111111113,0.06388888888888887,0.7349999999999999
v2x_hotspot_hard,none,greedy_partial,23,-137.1793084887089,0.10728883974588353,2.0004310629299646,83.17710827676515,85.1775393396951,0.9333333333333336,0.06666666666666665,0.74
v2x_hotspot_hard,none,greedy_partial,24,-161.80997441091313,0.09783854226779426,1.4647193565129306,84.80525379372742,86.26997315024036,0.913888888888889,0.08611111111111111,0.75
v2x_hotspot_hard,none,greedy_partial,25,-166.64155684661728,0.16692602863185269,3.1011890428039113,81.83836226220731,84.93955130501125,0.9277777777777778,0.07222222222222222,0.6900000000000001
v2x_hotspot_hard,none,greedy_partial,26,-281.33578794741953,0.22955045723187711,4.516673566281718,85.40410456517556,89.92077813145723,0.8638888888888889,0.1361111111111111,0.66
v2x_hotspot_hard,none,greedy_partial,27,-75.21380591827528,0.06773492179275811,1.1266053657760142,93.18119706363686,94.30780242941292,0.9666666666666667,0.03333333333333333,0.745
v2x_hotspot_hard,none,greedy_partial,28,-51.02190042897711,0.06817537526315022,1.1456738188035525,81.4798373226306,82.62551114143416,0.9833333333333335,0.016666666666666666,0.745
v2x_hotspot_hard,none,greedy_partial,29,-38.52954846258155,0.04271016208944033,0.68751533171693,104.4421550143844,105.12967034610135,0.986111111111111,0.013888888888888888,0.75
v2x_hotspot_hard,none,greedy_partial,30,-163.86923860843945,0.13687564382148848,2.1628347739764817,84.3040596494768,86.46689442345328,0.9222222222222224,0.07777777777777779,0.74
v2x_hotspot_hard,none,greedy_partial,31,-174.1972876081726,0.15408579975734848,2.981285433772941,87.89870441713217,90.87998985090508,0.9194444444444446,0.08055555555555555,0.7200000000000001
v2x_hotspot_hard,none,greedy_partial,32,-68.16630511053499,0.08215044953623625,1.4983429189204747,84.90643299741083,86.40477591633132,0.975,0.025000000000000005,0.74
v2x_hotspot_hard,none,greedy_partial,33,-133.02365350600223,0.09456429448045443,1.535930773743096,97.81431899421179,99.35024976795486,0.9333333333333335,0.06666666666666667,0.75
v2x_hotspot_hard,none,greedy_partial,34,-156.65875320499924,0.12754466583798935,2.216633628791539,89.20581648197675,91.42245011076834,0.9250000000000002,0.07500000000000001,0.74
v2x_hotspot_hard,none,greedy_partial,35,-213.721496446741,0.1641664077096919,2.940157570723533,84.44616480434044,87.38632237506394,0.8944444444444443,0.10555555555555554,0.7150000000000001
v2x_hotspot_hard,none,greedy_partial,36,-235.9778026914122,0.16930404144802763,3.1819584338621327,97.76296723687788,100.94492567074005,0.8805555555555554,0.11944444444444444,0.7200000000000001
v2x_hotspot_hard,none,greedy_partial,37,-108.68943752833508,0.10582733116644628,1.9076737888268516,84.4789364916546,86.38661028048142,0.9527777777777778,0.047222222222222214,0.7349999999999999
v2x_hotspot_hard,none,greedy_partial,38,-162.461383115323,0.14414913599862703,2.7154669601754966,82.87433823373388,85.58980519390937,0.925,0.075,0.7200000000000001
v2x_hotspot_hard,none,greedy_partial,39,-161.94023963946495,0.09769249123333,1.4064028234067623,90.9583570254646,92.36475984887137,0.9138888888888889,0.08611111111111111,0.75
v2x_hotspot_hard,none,greedy_partial,40,-183.43891431954782,0.19057160196734912,3.6374828215419153,90.80043755519583,94.43792037673774,0.9222222222222223,0.07777777777777778,0.6950000000000001
v2x_hotspot_hard,none,full_offload_tea,1,-79.62903389420141,0.09169256901849918,0.3736679741136902,86.94996694394302,87.32363491805673,0.9694444444444444,0.030555555555555555,0.18611111111111106
v2x_hotspot_hard,none,full_offload_tea,2,-13.92165529883818,0.020793357213049157,0.15989007134939665,81.04166666666667,81.20155673801608,0.9972222222222222,0.0027777777777777775,0.03888888888888888
v2x_hotspot_hard,none,full_offload_tea,3,-114.66645033004255,0.0775476043082898,0.1854259686074353,91.45833333333333,91.64375930194073,0.9416666666666668,0.05833333333333333,0.15277777777777773
v2x_hotspot_hard,none,full_offload_tea,4,-171.043713375631,0.13390952389289348,0.43337856641625133,94.10944723989603,94.54282580631227,0.9166666666666667,0.08333333333333334,0.24444444444444446
v2x_hotspot_hard,none,full_offload_tea,5,-166.6140002013146,0.12175007500521871,0.29910664786256663,92.5,92.79910664786259,0.9166666666666667,0.08333333333333334,0.2361111111111111
v2x_hotspot_hard,none,full_offload_tea,6,-170.76429914678388,0.13262888661335553,0.37986060316337117,100.21680492936653,100.59666553252987,0.9166666666666667,0.08333333333333334,0.25833333333333336
v2x_hotspot_hard,none,full_offload_tea,7,-162.04699992441806,0.12016748800874474,0.27862208563387264,92.61151929003343,92.89014137566733,0.9194444444444445,0.08055555555555556,0.23055555555555557
v2x_hotspot_hard,none,full_offload_tea,8,-188.96641642975806,0.17174588225508555,0.5522856537924565,104.04434161045,104.59662726424246,0.913888888888889,0.08611111111111111,0.3305555555555555
v2x_hotspot_hard,none,full_offload_tea,9,-217.93767068379248,0.1757836554074868,0.3976354052424302,88.12085583133108,88.51849123657352,0.8944444444444444,0.10555555555555556,0.3388888888888889
v2x_hotspot_hard,none,full_offload_tea,10,-211.39541666425998,0.20208763574510102,0.5648448056753193,87.56408172844611,88.12892653412139,0.9055555555555554,0.09444444444444443,0.43333333333333335
v2x_hotspot_hard,none,full_offload_tea,11,-134.04277697195437,0.13168737623212118,0.36513839759007516,87.47891254876815,87.84405094635824,0.9416666666666668,0.05833333333333333,0.29444444444444445
v2x_hotspot_hard,none,full_offload_tea,12,-123.03960791340481,0.1121484312776522,0.3163326868368088,88.55608909483053,88.87242178166736,0.9444444444444445,0.055555555555555546,0.2444444444444444
v2x_hotspot_hard,none,full_offload_tea,13,-310.014748512144,0.20834844158306723,0.4257418702302464,99.88457620442982,100.31031807466006,0.8388888888888888,0.1611111111111111,0.3888888888888889
v2x_hotspot_hard,none,full_offload_tea,14,-59.24313985612696,0.05739862543369735,0.2586566665306996,85.72916666666667,85.98782333319737,0.975,0.025,0.10833333333333334
v2x_hotspot_hard,none,full_offload_tea,15,-168.0688681558512,0.10409694772735213,0.20205240446082406,86.26351339568858,86.46556580014939,0.9111111111111113,0.08888888888888889,0.19722222222222216
v2x_hotspot_hard,none,full_offload_tea,16,-147.80030159735108,0.12477903827164012,0.3699273186881058,95.62500000000004,95.99492731868818,0.9305555555555557,0.06944444444444443,0.25833333333333336
v2x_hotspot_hard,none,full_offload_tea,17,-81.73089476629764,0.07528943299531607,0.2649629327957761,87.29166666666667,87.55662959946243,0.9638888888888888,0.03611111111111111,0.15277777777777773
v2x_hotspot_hard,none,full_offload_tea,18,-110.32964503440957,0.07643507854875302,0.22555856194829096,93.54166666666669,93.76722522861496,0.9444444444444445,0.05555555555555555,0.14166666666666666
v2x_hotspot_hard,none,full_offload_tea,19,-199.6118089416362,0.19085884072033152,0.5704712795409969,96.18373813102109,96.75420941056208,0.9111111111111111,0.08888888888888888,0.3861111111111111
v2x_hotspot_hard,none,full_offload_tea,20,-174.20630026322308,0.08807340639077359,0.20413208482051973,83.12499999999999,83.32913208482051,0.9027777777777776,0.0972222222222222,0.14166666666666666
v2x_hotspot_hard,none,full_offload_tea,21,-282.3710962456004,0.1760336275661807,0.2900307351094525,99.6763133240691,99.96634405917855,0.8500000000000002,0.14999999999999997,0.34166666666666673
v2x_hotspot_hard,none,full_offload_tea,22,-139.86365649769402,0.12471591691905531,0.3135243810987436,98.55068918003712,98.86421356113587,0.9361111111111111,0.06388888888888888,0.26111111111111107
v2x_hotspot_hard,none,full_offload_tea,23,-148.59144912885102,0.11655926649491503,0.27995469869038464,87.39048499069744,87.67043968938783,0.9277777777777779,0.07222222222222222,0.23888888888888887
v2x_hotspot_hard,none,full_offload_tea,24,-188.58913882430227,0.10551760566532739,0.2524335875564128,86.50759257192367,86.76002615948008,0.8972222222222224,0.10277777777777779,0.17777777777777776
v2x_hotspot_hard,none,full_offload_tea,25,-233.11100073374178,0.18398964631866954,0.434780371064865,95.38948826296033,95.82426863402519,0.8861111111111112,0.1138888888888889,0.38611111111111107
v2x_hotspot_hard,none,full_offload_tea,26,-317.90906603492533,0.24100040577861678,0.5456307584513388,104.41836772899175,104.9639984874431,0.8416666666666668,0.15833333333333327,0.4694444444444445
v2x_hotspot_hard,none,full_offload_tea,27,-72.70689739802005,0.07209598068247221,0.2745779124110296,91.47023383192366,91.74481174433467,0.9694444444444444,0.030555555555555555,0.14444444444444443
v2x_hotspot_hard,none,full_offload_tea,28,-73.164848015163,0.08469903836459759,0.2494129189018857,88.85706054469388,89.10647346359575,0.9722222222222222,0.02777777777777778,0.20000000000000004
v2x_hotspot_hard,none,full_offload_tea,29,-32.29416245081946,0.04907881302542836,0.23465872217534672,87.29166666666667,87.52632538884204,0.9916666666666667,0.008333333333333333,0.10277777777777779
v2x_hotspot_hard,none,full_offload_tea,30,-179.1097659186153,0.14534356566014012,0.42659137283529047,92.4428179926589,92.86940936549418,0.913888888888889,0.08611111111111111,0.2777777777777778
v2x_hotspot_hard,none,full_offload_tea,31,-196.30647307692746,0.170007576928882,0.4129485072114822,103.04523091045286,103.45817941766434,0.9083333333333334,0.09166666666666669,0.3472222222222222
v2x_hotspot_hard,none,full_offload_tea,32,-85.32347628123635,0.09614432988799358,0.29668588400148843,90.08723150128716,90.38391738528867,0.9666666666666667,0.03333333333333333,0.21944444444444447
v2x_hotspot_hard,none,full_offload_tea,33,-135.78078895562157,0.10320345395203177,0.29318442967065184,87.29166666666667,87.58485109633733,0.9333333333333333,0.06666666666666667,0.19444444444444445
v2x_hotspot_hard,none,full_offload_tea,34,-205.26205690111692,0.14068879916628702,0.3654733751207818,86.77083333333333,87.13630670845411,0.8944444444444446,0.10555555555555558,0.26666666666666666
v2x_hotspot_hard,none,full_offload_tea,35,-247.4938740188141,0.1798530350814499,0.4451017795183632,91.11427787021987,91.55937964973822,0.8749999999999998,0.12499999999999997,0.33888888888888885
v2x_hotspot_hard,none,full_offload_tea,36,-199.7136670258587,0.17868086376692285,0.5480768167453366,112.40379217547165,112.95186899221699,0.9083333333333334,0.09166666666666669,0.33055555555555555
v2x_hotspot_hard,none,full_offload_tea,37,-125.3994424305049,0.11859149462384391,0.3209788640373017,89.89583333333333,90.21681219737064,0.9444444444444445,0.055555555555555546,0.2555555555555556
v2x_hotspot_hard,none,full_offload_tea,38,-208.60984458490228,0.16095396576369386,0.35106268845264915,88.52950097729669,88.88056366574936,0.8972222222222223,0.10277777777777777,0.3222222222222222
v2x_hotspot_hard,none,full_offload_tea,39,-135.90483736617426,0.10294199822919771,0.27393345543581327,94.58333333333336,94.85726678876917,0.9333333333333335,0.06666666666666665,0.19444444444444445
v2x_hotspot_hard,none,full_offload_tea,40,-222.54649073458265,0.20985945737829056,0.6165117700823474,99.28635750985336,99.90286927993571,0.9000000000000001,0.1,0.4083333333333334
v2x_hotspot_hard,none,energy_guarded_tea,1,-44.187935116297815,0.07128437650920523,1.1425470414227787,83.04277205804188,84.18531909946465,0.9888888888888888,0.01111111111111111,0.13611111111111113
v2x_hotspot_hard,none,energy_guarded_tea,2,-7.761770370937273,0.014869747177814885,0.28871289746378104,80.0,80.28871289746377,1.0,0.0,0.034027777777777775
v2x_hotspot_hard,none,energy_guarded_tea,3,-74.884131715227,0.0677036969678124,0.8186276526646687,82.87473257448704,83.69336022715169,0.9666666666666667,0.03333333333333333,0.11875
v2x_hotspot_hard,none,energy_guarded_tea,4,-136.23419352677956,0.11562150065007536,1.2859430917482646,85.72916666666667,87.01510975841492,0.9361111111111113,0.06388888888888887,0.2034722222222222
v2x_hotspot_hard,none,energy_guarded_tea,5,-141.94711173803665,0.10950574572699255,1.0431092106444704,83.12499999999999,84.16810921064443,0.9305555555555556,0.06944444444444443,0.19861111111111107
v2x_hotspot_hard,none,energy_guarded_tea,6,-147.71434098625056,0.12440310206912467,1.4949747121906571,96.14583333333333,97.640808045524,0.9305555555555556,0.06944444444444443,0.2111111111111111
v2x_hotspot_hard,none,energy_guarded_tea,7,-150.25004531703453,0.11020208238944848,1.1169705647495323,84.7928846630211,85.9098552277706,0.925,0.075,0.19097222222222227
v2x_hotspot_hard,none,energy_guarded_tea,8,-120.55743188885806,0.14971564720414834,1.8891298454890821,86.77083333333333,88.65996317882241,0.9555555555555556,0.04444444444444444,0.2784722222222222
v2x_hotspot_hard,none,energy_guarded_tea,9,-160.11170948427986,0.15946824105141852,1.7714235256396265,88.33333333333333,90.10475685897296,0.9305555555555556,0.06944444444444443,0.2847222222222222
v2x_hotspot_hard,none,energy_guarded_tea,10,-154.58389958163835,0.1776527473150896,2.2368574736663027,85.3934941332023,87.6303516068686,0.9388888888888889,0.0611111111111111,0.35763888888888895
v2x_hotspot_hard,none,energy_guarded_tea,11,-99.95839863836666,0.11497499647049028,1.41333029967289,84.16666666666667,85.57999696633956,0.9611111111111111,0.03888888888888888,0.23333333333333334
v2x_hotspot_hard,none,energy_guarded_tea,12,-92.95681375137853,0.09569078622225669,1.1066293902912625,82.49772765524636,83.60435704553765,0.9611111111111111,0.03888888888888888,0.19652777777777775
v2x_hotspot_hard,none,energy_guarded_tea,13,-217.58425319171192,0.18497556663223233,1.9973193125380684,97.77098749107112,99.7683068036092,0.8972222222222221,0.10277777777777776,0.3222222222222222
v2x_hotspot_hard,none,energy_guarded_tea,14,-42.56835792487029,0.044855095036246496,0.6190459744705471,80.06507775291536,80.68412372738591,0.9833333333333333,0.016666666666666666,0.08541666666666668
v2x_hotspot_hard,none,energy_guarded_tea,15,-127.60313508003016,0.09189904566282539,0.8576213804332306,83.125,83.98262138043324,0.9361111111111112,0.06388888888888887,0.16041666666666668
v2x_hotspot_hard,none,energy_guarded_tea,16,-75.94268148275273,0.10337890644016458,1.5008388097832617,89.375,90.87583880978326,0.975,0.025,0.1951388888888889
v2x_hotspot_hard,none,energy_guarded_tea,17,-53.336431756103714,0.06345788126601275,0.9009934727748806,82.15215653852974,83.05315001130461,0.9805555555555555,0.01944444444444444,0.11736111111111111
v2x_hotspot_hard,none,energy_guarded_tea,18,-98.93809211559261,0.06789081386787288,0.6424707719463427,82.60416666666667,83.24663743861298,0.95,0.049999999999999996,0.11944444444444444
v2x_hotspot_hard,none,energy_guarded_tea,19,-138.4010939714573,0.1661271061305483,2.128887102545415,84.38230504611963,86.51119214866502,0.9472222222222223,0.05277777777777777,0.31944444444444453
v2x_hotspot_hard,none,energy_guarded_tea,20,-121.84258754703929,0.07565484560138239,0.6447710180539057,86.25,86.89477101805393,0.9361111111111111,0.06388888888888888,0.11736111111111111
v2x_hotspot_hard,none,energy_guarded_tea,21,-223.5257718669288,0.15768481689606859,1.557926144805576,90.41666666666667,91.97459281147225,0.8861111111111113,0.11388888888888891,0.28125
v2x_hotspot_hard,none,energy_guarded_tea,22,-127.34398025026171,0.11288682110666472,1.3131832674706645,88.84430512794255,90.15748839541321,0.9416666666666667,0.05833333333333333,0.2097222222222222
v2x_hotspot_hard,none,energy_guarded_tea,23,-119.56574310834796,0.10282528939481966,1.1337822902275305,83.82084858353495,84.95463087376248,0.9444444444444446,0.05555555555555554,0.19722222222222216
v2x_hotspot_hard,none,energy_guarded_tea,24,-123.51587835026982,0.09098917695203484,0.9622434460788287,91.03024480516267,91.99248825124148,0.9388888888888889,0.06111111111111111,0.15000000000000002
v2x_hotspot_hard,none,energy_guarded_tea,25,-132.65357412509965,0.1602167304630491,2.031933760600648,97.15310485279795,99.18503861339862,0.9500000000000001,0.049999999999999996,0.3152777777777778
v2x_hotspot_hard,none,energy_guarded_tea,26,-250.78521898981884,0.22196467144880996,2.304472501207116,93.62676977370194,95.93124227490905,0.8833333333333333,0.11666666666666667,0.3993055555555556
v2x_hotspot_hard,none,energy_guarded_tea,27,-61.07474944992207,0.06281339149508008,0.7309222115986452,81.33336151150995,82.0642837231086,0.975,0.025,0.12222222222222222
v2x_hotspot_hard,none,energy_guarded_tea,28,-52.802366460285924,0.07233998065805684,1.0487247183274817,90.95038939452141,91.9991141128489,0.9833333333333335,0.016666666666666666,0.14444444444444443
v2x_hotspot_hard,none,energy_guarded_tea,29,-20.944126502636113,0.04034275818549896,0.6911185285501695,80.0,80.69111852855013,0.9972222222222221,0.0027777777777777775,0.07916666666666668
v2x_hotspot_hard,none,energy_guarded_tea,30,-110.15929357756318,0.12033380890041297,1.6151444616805484,93.02226798547082,94.63741244715136,0.9555555555555555,0.04444444444444443,0.2229166666666667
v2x_hotspot_hard,none,energy_guarded_tea,31,-161.6731750535611,0.15238606351820666,1.779401618661008,92.02700461489492,93.80640623355593,0.9277777777777779,0.07222222222222222,0.2840277777777777
v2x_hotspot_hard,none,energy_guarded_tea,32,-67.62009382890848,0.08094923118219692,1.042815784984442,81.56953765893516,82.61235344391962,0.975,0.025000000000000005,0.1729166666666667
