apps_arrived,apps_done,apps_failed,energy_j,entropy,episode,eval_seed,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,reward,steps,success_rate
62,49,11,22390.2755134627,12.345203399658203,28,,train,113,151,0.9452024847269058,-8.881784197001253e-18,5.124018220270007,12.355765190124512,-323.20275513462695,50,0.7903225806451613
72,58,8,22402.34087438854,12.3529634475708,29,,train,81,212,3.6973708271980286,3.1974423109204507e-16,4.207499581077835,12.353547506332397,-313.9034087438853,50,0.8055555555555556
72,58,14,24662.807793050502,12.339761734008789,30,,train,140,189,0.9600582718849182,2.220446049250313e-16,5.26523681599343,12.33251256942749,-370.62807793050496,50,0.8055555555555556
58,51,7,22809.86948779849,12.373577117919922,31,,train,128,159,0.8542693108320236,3.730349362740526e-16,4.26246130243399,12.368661589622498,-290.6586948779849,50,0.8793103448275862
73,56,16,23454.18161735284,12.363790512084961,32,,train,166,192,0.8624237328767776,-2.6645352591003756e-16,5.68728323574284,12.360271120071411,-373.3218161735283,50,0.7671232876712328
85,61,19,23688.610434980106,12.364290237426758,33,,train,191,208,0.7812662571668625,-1.1368683772161603e-15,4.928887633735184,12.36093936920166,-400.546104349801,50,0.7176470588235294
61,57,4,21145.660204795626,12.383443832397461,34,,train,115,197,0.8566253781318665,1.0658141036401502e-16,4.04594042744157,12.381101870536805,-249.59660204795625,50,0.9344262295081968
69,59,10,24273.161504183245,12.371163368225098,35,,train,153,184,1.0018066316843033,-7.815970093361102e-16,4.853977765758273,12.36944974899292,-331.5116150418324,50,0.855072463768116
75,58,17,24894.795226068105,12.38358211517334,36,,train,581,207,0.9718804508447647,1.9539925233402755e-16,5.403109521604375,12.38322003364563,-395.82795226068106,50,0.7733333333333333
72,60,12,25395.135563783933,12.372306823730469,37,,train,122,186,1.3338794112205505,5.329070518200751e-17,4.951095415204667,12.373535518646241,-359.47135563783934,50,0.8333333333333334
82,55,22,24842.487283222086,12.363069534301758,38,,train,167,192,0.9289392083883286,8.881784197001253e-18,4.3670271239105105,12.363682508468628,-435.54487283222085,50,0.6707317073170732
70,53,17,25738.0214247657,12.36501693725586,39,,train,361,155,1.272331565618515,5.062616992290713e-16,4.834899439824923,12.366790914535523,-403.22021424765717,50,0.7571428571428571
84,65,17,25382.539961770955,12.359384536743164,40,,train,80,214,0.8031436204910278,1.865174681370263e-16,5.214938707347304,12.360031423568726,-401.68539961770955,50,0.7738095238095238
78,58,19,24023.768764410106,12.364566802978516,41,,train,342,192,0.9092643857002258,3.907985046680551e-16,4.397746300452674,12.365175209045411,-402.5976876441011,50,0.7435897435897436
76,65,11,26155.2239098873,12.366354942321777,42,,train,126,208,1.3848835229873657,-2.1760371282653068e-16,6.1765797122869905,12.363546538352967,-360.8722390988731,50,0.8552631578947368
71,48,18,22529.835624150757,12.36949634552002,43,,train,277,171,1.3794165551662445,4.263256414560601e-16,4.924301056516416,12.369746732711793,-379.15835624150753,50,0.676056338028169
76,65,11,25236.481012501405,12.369878768920898,44,,train,178,201,1.460342824459076,1.7763568394002505e-17,4.748800085971019,12.374580688476563,-349.8448101250139,50,0.8552631578947368
71,53,15,20737.042775738497,12.35911750793457,45,,train,150,197,0.844149187207222,1.3322676295501878e-16,4.774401853068464,12.362840023040771,-336.6104277573851,50,0.7464788732394366
68,51,16,20413.384100082716,12.354268074035645,46,,train,174,190,0.8037126511335373,-8.881784197001253e-18,4.199927052236166,12.357178740501404,-340.9938410008271,50,0.75
70,63,7,24949.03618931529,12.343109130859375,47,,train,175,195,0.8852250128984451,2.9309887850104134e-16,4.457551309271145,12.345060386657714,-313.4703618931528,50,0.9
73,58,14,24156.422768555327,12.349003791809082,48,,train,384,193,0.8303928673267365,1.9984014443252818e-16,4.410450979807131,12.349320273399353,-362.7642276855533,50,0.7945205479452054
77,56,18,23553.814274405406,12.355012893676758,49,,train,156,201,0.9469002783298492,-4.884981308350689e-16,4.804309263316019,12.355417680740356,-389.958142744054,50,0.7272727272727273
79,51,27,24753.84137957855,,49,0,eval,286,187,,,4.63633942406251,12.335823340415955,-475.33841379578547,50,0.6455696202531646
68,58,9,23399.985844017865,,49,1,eval,170,185,,,4.771499746232845,12.356605887413025,-314.3798584401787,50,0.8529411764705882
57,49,8,22079.424024133208,,49,2,eval,209,157,,,3.683733290917652,12.350575594902038,-290.8742402413321,50,0.8596491228070176
71,54,16,22634.43900050806,12.343718528747559,50,,train,369,198,0.8006399422883987,1.3322676295501878e-17,4.884383830900824,12.346454901695251,-364.0843900050806,50,0.7605633802816901
80,56,22,27137.162485066496,12.339935302734375,51,,train,248,185,1.5625178813934326,1.4210854715202004e-16,5.92312901852698,12.342255544662475,-460.13162485066493,50,0.7
78,47,27,23653.139065756237,12.340652465820312,52,,train,197,190,0.8649244606494904,7.105427357601002e-17,5.239718612890214,12.343197860717773,-464.99139065756236,50,0.6025641025641025
73,62,11,23375.784396783343,12.337368965148926,53,,train,276,199,1.60116708278656,-3.552713678800501e-17,4.643913054672342,12.341801261901855,-330.81784396783337,50,0.8493150684931506
68,61,6,22956.163686516815,12.337646484375,54,,train,46,176,0.9158183038234711,-1.7319479184152443e-16,4.810092808877906,12.339082598686218,-285.52163686516815,50,0.8970588235294118
78,61,15,24728.916778727547,12.34354305267334,55,,train,280,219,0.820273831486702,-4.3520742565306136e-16,4.405717209743134,12.342031326293945,-376.8891677872755,50,0.782051282051282
80,52,20,25773.104279262727,12.333979606628418,56,,train,332,184,0.7401356101036072,1.2434497875801754e-16,5.423309948512429,12.333590559959411,-429.3110427926273,50,0.65
76,63,9,23663.13778426924,12.34044075012207,57,,train,306,202,0.9803717732429504,2.486899575160351e-16,4.479397223425956,12.342176756858827,-317.2713778426924,50,0.8289473684210527
75,55,19,24858.85447182816,12.331191062927246,58,,train,436,182,0.792683869600296,-1.9539925233402755e-16,5.353831467306175,12.33452257156372,-411.6085447182816,50,0.7333333333333333
68,51,16,22742.61171503593,12.319082260131836,59,,train,411,177,0.8548422008752823,-4.4408920985006264e-17,5.560019476616748,12.326431226730346,-365.5261171503593,50,0.75
81,65,14,27266.16450518743,12.309561729431152,60,,train,187,191,0.8633358925580978,3.1974423109204507e-16,5.5053303227025046,12.3207559967041,-395.9416450518742,50,0.8024691358024691
71,52,19,25035.783866993097,12.297624588012695,61,,train,343,179,1.0309345722198486,8.881784197001253e-18,6.067758461933762,12.308765811920166,-413.79783866993097,50,0.7323943661971831
81,65,14,25795.049000970415,12.279260635375977,62,,train,166,203,0.9127403795719147,4.618527782440651e-16,4.7574424668557045,12.287556638717652,-380.23049000970417,50,0.8024691358024691
68,57,9,23060.052590028914,12.266077995300293,63,,train,177,199,0.8362021893262863,-7.993605777301127e-17,4.319859338832693,12.2725634765625,-310.54052590028914,50,0.8382352941176471
82,57,23,21824.233372090686,12.270029067993164,64,,train,234,237,0.9552508145570755,3.1974423109204507e-16,5.945594233959184,12.273251571655273,-418.4623337209068,50,0.6951219512195121
78,51,27,22610.739304651433,12.254151344299316,65,,train,447,204,0.8064881563186646,7.105427357601002e-17,4.581419527791449,12.255416450500489,-453.8073930465143,50,0.6538461538461539
71,54,17,23278.221879382236,12.254573822021484,66,,train,636,193,0.9014679491519928,1.2878587085651815e-16,5.205393867647332,12.255601801872253,-379.00221879382235,50,0.7605633802816901
82,56,23,26468.95384393892,12.256150245666504,67,,train,464,201,1.0683369785547256,3.064215547965432e-16,5.346223032783946,12.258246335983277,-460.8695384393892,50,0.6829268292682927
68,57,7,24854.881168349595,12.264671325683594,68,,train,53,173,0.7980503439903259,3.9968028886505636e-16,4.79783510988051,12.266834807395934,-312.6888116834959,50,0.8382352941176471
72,63,8,23296.20334475864,12.249749183654785,69,,train,189,215,0.9058043956756592,-4.973799150320702e-16,4.847638357758856,12.246795206069946,-305.7220334475864,50,0.875
71,60,8,25565.080731458245,12.264876365661621,70,,train,76,169,0.8710034340620041,-1.9539925233402755e-16,5.573895803044761,12.258103284835816,-329.1108073145825,50,0.8450704225352113
69,61,8,24275.65495216721,12.281786918640137,71,,train,238,185,0.8410291075706482,1.2434497875801754e-16,4.944695123546698,12.273484430313111,-315.2765495216721,50,0.8840579710144928
76,64,12,23186.866315517826,12.275079727172852,72,,train,403,226,0.7407917082309723,2.575717417130363e-16,4.846510536410373,12.268505201339721,-337.5686631551782,50,0.8421052631578947
65,51,14,20717.862301309517,12.308219909667969,73,,train,462,185,0.8387709707021713,7.283063041541026e-16,4.7814932681145255,12.30408353805542,-327.9586230130952,50,0.7846153846153846
71,55,16,23928.78668691786,12.29496955871582,74,,train,183,179,1.152554214000702,1.687538997430238e-16,5.495844351951725,12.292294635772706,-377.7878668691785,50,0.7746478873239436
61,52,9,20813.26601331537,12.306760787963867,75,,train,150,169,0.866644024848938,3.641531520770513e-16,4.604966770944527,12.305233759880066,-287.6326601331537,50,0.8524590163934426
68,44,23,24735.94579423875,12.300040245056152,76,,train,133,165,0.8125150948762894,-1.3322676295501878e-16,4.848402005227457,12.30099796295166,-441.61945794238756,50,0.6470588235294118
85,64,21,25060.81156173491,12.295909881591797,77,,train,493,227,0.7403853088617325,3.552713678800501e-17,4.985160879111324,12.298374423980713,-430.7281156173491,50,0.7529411764705882
69,55,11,25145.976462087456,12.291447639465332,78,,train,209,177,0.7784434705972672,-1.9539925233402755e-16,4.928339347699766,12.292894172668458,-348.4797646208745,50,0.7971014492753623
71,57,11,24806.167738386248,12.287455558776855,79,,train,185,193,0.8752838671207428,-7.549516567451064e-16,4.723085024695754,12.28933506011963,-344.8416773838625,50,0.8028169014084507
65,53,12,23530.99505766368,12.27961254119873,80,,train,287,170,0.9402059763669968,-2.486899575160351e-16,4.844480781017654,12.282535037994386,-339.84995057663684,50,0.8153846153846154
71,59,11,21380.260101163778,12.283924102783203,81,,train,182,191,1.1736203730106354,-2.842170943040401e-16,5.026166080357634,12.286998844146728,-311.12260101163776,50,0.8309859154929577
84,65,16,25966.690442187984,12.276525497436523,82,,train,80,201,0.8754775077104568,5.329070518200751e-17,5.674599572529,12.278876399993896,-399.8869044218798,50,0.7738095238095238
72,59,11,24054.50368973911,12.277029037475586,83,,train,419,189,0.8423536717891693,-2.3092638912203257e-16,4.924916685660389,12.280124278068543,-337.6850368973913,50,0.8194444444444444
70,50,19,23792.781242539808,12.269143104553223,84,,train,341,180,1.1323869973421097,8.43769498715119e-17,4.88459547436693,12.273734254837036,-399.86781242539814,50,0.7142857142857143
69,57,11,23586.878262567774,12.261712074279785,85,,train,178,167,0.9042594581842422,4.3520742565306136e-16,4.362999503794764,12.264754705429077,-332.1487826256777,50,0.8260869565217391
75,61,11,23373.79435975164,12.273661613464355,86,,train,207,189,0.9613615274429321,5.329070518200751e-16,4.808289127792678,12.276043176651001,-331.13794359751637,50,0.8133333333333334
69,56,13,24952.251371993087,12.2551908493042,87,,train,317,162,4.917279481887817,5.062616992290713e-16,4.61351632764732,12.253672480583191,-362.3825137199309,50,0.8115942028985508
75,61,13,22645.231865364094,12.255953788757324,88,,train,248,210,1.278408706188202,-3.641531520770513e-16,4.89701691819113,12.256528549194336,-340.1723186536409,50,0.8133333333333334
52,46,6,22019.6601591859,12.254073143005371,89,,train,142,146,0.8862444460391998,-3.064215547965432e-16,5.160732454180197,12.257633261680603,-274.89660159185905,50,0.8846153846153846
61,58,3,22982.628018248124,12.256649017333984,90,,train,64,157,0.9574380815029144,-4.085620730620576e-16,4.412206874423582,12.26169222831726,-260.2662801824813,50,0.9508196721311475
83,61,16,25346.08548153332,12.25372314453125,91,,train,235,209,0.8755603581666946,-3.1974423109204507e-16,5.0664202393687425,12.257711806297301,-392.42085481533314,50,0.7349397590361446
79,62,14,24539.00366284095,12.257413864135742,92,,train,105,224,1.0588632375001907,1.687538997430238e-16,4.845580907456831,12.256320948600768,-367.5100366284095,50,0.7848101265822784
66,56,10,22095.76583694735,12.25836181640625,93,,train,285,183,0.7882611304521561,-1.1546319456101628e-16,4.453066952246067,12.254601836204529,-308.8576583694734,50,0.8484848484848485
68,55,13,21879.555046441976,12.259430885314941,94,,train,307,193,0.7937484532594681,4.707345624410664e-16,4.227236020880642,12.256881914138795,-331.0755504644198,50,0.8088235294117647
72,55,17,22410.889256769555,12.258480072021484,95,,train,445,188,0.8000814318656921,3.4638958368304885e-16,6.002739860075215,12.258406124114991,-371.30889256769547,50,0.7638888888888888
72,47,23,23799.48559156425,12.262430191040039,96,,train,308,182,0.8707910031080246,2.220446049250313e-16,5.027247049293208,12.260793132781982,-432.89485591564255,50,0.6527777777777778
60,53,7,22741.202989358295,12.271711349487305,97,,train,218,176,0.9403868764638901,9.769962616701378e-17,5.264985690816044,12.271488075256348,-291.1320298935831,50,0.8833333333333333
67,53,13,23578.178639494545,12.243760108947754,98,,train,164,176,0.8161797076463699,7.105427357601002e-17,4.021276019238057,12.247515125274658,-347.7217863949455,50,0.7910447761194029
84,56,24,23180.44665049959,12.254889488220215,99,,train,130,228,0.8577190786600113,-1.509903313490213e-16,5.045788110926618,12.258680205345154,-436.3044665049959,50,0.6666666666666666
83,59,23,26453.490055908933,,99,0,eval,171,207,,,5.673119355900425,12.24584719657898,-461.53490055908935,50,0.7108433734939759
70,62,8,22479.76753845056,,99,1,eval,185,218,,,5.145689011224399,12.256445531845094,-297.6776753845057,50,0.8857142857142857
55,39,13,20227.407732071122,,99,2,eval,140,132,,,3.728910085995089,12.23965178489685,-313.11407732071115,50,0.7090909090909091
72,66,4,23395.211726440364,12.240791320800781,100,,train,107,183,0.8280601799488068,-1.554312234475219e-16,4.3009207749377865,12.244203214645387,-273.5521172644036,50,0.9166666666666666
68,58,6,21566.88355374259,12.249748229980469,101,,train,129,206,1.0665093809366226,-7.993605777301127e-17,3.9537070285785534,12.251965250968933,-270.62883553742586,50,0.8529411764705882
91,56,30,24121.481285130794,12.265707015991211,102,,train,356,204,0.9535733014345169,3.019806626980426e-16,4.025542350687244,12.263355503082275,-493.694812851308,50,0.6153846153846154
71,57,14,22194.54427540266,12.252325057983398,103,,train,564,178,1.0883886367082596,-1.687538997430238e-16,4.622673885182998,12.248918552398681,-343.18544275402655,50,0.8028169014084507
85,75,7,24731.599599582154,12.255035400390625,104,,train,119,242,0.8502744883298874,4.440892098500626e-18,4.515771776819837,12.253571696281433,-312.77599599582146,50,0.8823529411764706
70,60,10,23392.837198920235,12.242666244506836,105,,train,260,172,0.9343150854110718,-3.552713678800501e-17,4.739735235335974,12.241318125724792,-322.6683719892024,50,0.8571428571428571
70,56,13,23637.487384217886,12.251971244812012,106,,train,273,190,0.9550214260816574,3.552713678800501e-17,4.607037641951754,12.250347347259522,-349.4548738421789,50,0.8
60,52,8,24469.75295074731,12.245397567749023,107,,train,316,150,0.8982449769973755,-3.1086244689504386e-17,4.942471634661611,12.244284682273864,-316.31752950747307,50,0.8666666666666667
81,60,20,24411.047618743425,12.251004219055176,108,,train,194,217,1.008728101849556,-3.552713678800501e-16,5.311808935270452,12.247278108596802,-415.9304761874343,50,0.7407407407407407
77,58,15,23948.774815117904,12.261361122131348,109,,train,277,197,0.87040875852108,-2.6645352591003756e-16,4.9259409164711325,12.255689406394959,-369.66774815117896,50,0.7532467532467533
78,66,7,25820.34128553909,12.284135818481445,110,,train,71,209,1.0781005024909973,2.575717417130363e-16,5.127462631382352,12.280552172660828,-323.96341285539097,50,0.8461538461538461
72,50,16,23875.98603235431,12.272029876708984,111,,train,72,184,0.9818521738052368,-2.9309887850104134e-16,4.246805551266632,12.269985208511352,-375.71986032354323,50,0.6944444444444444
80,50,26,23686.242307077737,12.277408599853516,112,,train,223,194,1.0525878220796585,3.4638958368304885e-16,5.123812167615077,12.277796955108643,-457.1624230707774,50,0.625
63,54,9,24184.752817585788,12.259925842285156,113,,train,290,172,0.9233100116252899,3.552713678800501e-17,4.219786299653102,12.26063066482544,-321.107528175858,50,0.8571428571428571
78,66,9,24504.16044941387,12.260223388671875,114,,train,142,204,0.9094358533620834,-1.5987211554602254e-16,4.453417403284992,12.262985186576843,-326.04160449413865,50,0.8461538461538461
75,51,23,25149.592096990094,12.255267143249512,115,,train,157,177,0.9921851456165314,-2.3092638912203257e-16,5.147699688668201,12.258824782371521,-446.8559209699009,50,0.68
69,58,9,21769.684281302663,12.264150619506836,116,,train,175,192,1.2976553738117218,-3.1974423109204507e-16,4.772624939601689,12.267613658905029,-298.29684281302656,50,0.8405797101449275
71,51,18,21581.763403457677,12.250710487365723,117,,train,357,191,0.9241587817668915,2.4424906541753446e-16,4.724989857741169,12.254868445396424,-369.6176340345767,50,0.7183098591549296
74,62,10,23522.74671001901,12.25478744506836,118,,train,74,208,0.8092282563447952,6.217248937900877e-17,5.112740106446505,12.256835308074951,-324.7074671001901,50,0.8378378378378378
57,45,12,20106.10140984845,12.266921043395996,119,,train,361,158,0.7418478280305862,2.6201263381153693e-16,5.078406033953264,12.26690071105957,-305.00101409848446,50,0.7894736842105263
79,62,16,26075.849406194815,12.248360633850098,120,,train,584,188,1.7075042128562927,2.220446049250313e-16,4.63713519870901,12.246385622024537,-398.9784940619484,50,0.7848101265822784
78,55,23,24726.4465734358,12.248862266540527,121,,train,185,196,1.2068917155265808,-1.9539925233402755e-16,5.673016172478407,12.246300654411316,-443.604465734358,50,0.7051282051282052
76,60,15,22358.872980357562,12.257466316223145,122,,train,205,214,0.8111488968133926,2.042810365310288e-16,5.085055176474231,12.254129004478454,-353.8687298035757,50,0.7894736842105263
67,52,14,22602.51576235139,12.25797176361084,123,,train,147,189,0.7737237215042114,8.881784197001252e-16,4.106067011522139,12.254030618667603,-346.18515762351393,50,0.7761194029850746
71,50,20,23123.447917462185,12.252789497375488,124,,train,273,188,0.8316599577665329,2.1316282072803005e-16,4.685747142764172,12.24822720527649,-401.35447917462176,50,0.704225352112676
73,53,16,22556.064183887964,12.269170761108398,125,,train,241,188,0.9260368347167969,-2.3092638912203257e-16,5.220246686633946,12.265988879203796,-363.90064183887966,50,0.726027397260274
72,56,13,23834.088934379433,12.263566970825195,126,,train,140,190,0.9749842882156372,7.105427357601002e-17,5.099044111669107,12.262617454528808,-352.06088934379426,50,0.7777777777777778
79,53,25,24518.30846748439,12.2806978225708,127,,train,464,192,1.2974998354911804,-2.1760371282653068e-16,5.860080412751667,12.283579740524292,-458.1030846748439,50,0.6708860759493671
64,53,9,21600.56214460971,12.257062911987305,128,,train,270,174,1.173353672027588,-1.4654943925052067e-16,3.6724080266168504,12.261118326187134,-294.66562144609713,50,0.828125
80,58,20,22566.478551294855,12.2630615234375,129,,train,254,216,1.055623471736908,-3.641531520770513e-16,5.130095874653295,12.26790184020996,-397.3647855129486,50,0.725
70,58,12,23375.88326580191,12.261703491210938,130,,train,422,179,1.074442595243454,1.5987211554602254e-16,4.391945080974967,12.267501883506775,-338.3388326580191,50,0.8285714285714286
81,54,26,22088.995989745083,12.253504753112793,131,,train,262,225,0.8813845068216324,3.6859404417555195e-16,4.894376800266531,12.255590953826903,-441.0299598974509,50,0.6666666666666666
74,60,13,24148.65857811652,12.252692222595215,132,,train,358,193,0.9262355417013168,-8.43769498715119e-17,4.111285556729663,12.253547167778015,-354.2465857811652,50,0.8108108108108109
68,61,7,22845.697955628777,12.246935844421387,133,,train,203,195,1.025541752576828,-4.440892098500626e-18,4.585465428227156,12.243908114433289,-295.37697955628784,50,0.8970588235294118
75,57,18,24441.18816502257,12.260445594787598,134,,train,251,212,1.3120445311069489,4.529709940470639e-16,5.272530428054518,12.24848762512207,-399.2918816502258,50,0.76
83,59,21,25544.74081309686,12.290077209472656,135,,train,218,203,0.9472580850124359,-3.375077994860476e-16,4.3836689281603,12.277871723175048,-434.5274081309686,50,0.7108433734939759
74,66,6,24313.53576031775,12.296440124511719,136,,train,125,217,0.9806133061647415,-2.0872192862952942e-16,4.626703378312813,12.28982316493988,-299.39535760317744,50,0.8918918918918919
68,54,13,22750.676830616187,12.29845142364502,137,,train,150,174,0.7703115344047546,1.8207657603852566e-16,5.133524809644393,12.297795677185059,-340.82676830616185,50,0.7941176470588235
73,59,13,23827.49927295742,12.282925605773926,138,,train,161,193,0.8837491273880005,2.3092638912203257e-16,4.9352637713445455,12.282031927108765,-351.87499272957433,50,0.8082191780821918
71,46,25,19737.84716652715,12.290677070617676,139,,train,626,197,0.8031278252601624,1.7763568394002506e-16,5.160249784551755,12.288098335266113,-408.5784716652713,50,0.647887323943662
69,50,16,23223.37057369799,12.288061141967773,140,,train,211,166,0.9865883439779282,5.240252676230739e-16,3.9129361418223447,12.287377543449402,-368.73370573697997,50,0.7246376811594203
78,70,6,22820.439249500363,12.298216819763184,141,,train,70,228,0.8154758810997009,-3.1530333899354444e-16,4.235806818103082,12.29656400680542,-284.28439249500366,50,0.8974358974358975
80,72,8,23910.590145383812,12.298238754272461,142,,train,308,242,0.9270706623792648,2.2204460492503132e-17,4.666477919258212,12.297933053970336,-312.5259014538382,50,0.9
67,45,19,23642.249317714413,12.30407428741455,143,,train,159,163,1.2437698245048523,-2.6645352591003756e-16,4.579467930596769,12.306383934020996,-397.9824931771441,50,0.6716417910447762
66,60,6,23091.205889523306,12.30368423461914,144,,train,127,186,1.1830739676952362,-1.554312234475219e-16,5.317544883851528,12.305858607292175,-287.3720588952332,50,0.9090909090909091
69,62,7,22571.286704132548,12.292677879333496,145,,train,109,216,0.8078126758337021,-1.687538997430238e-16,5.536178392988913,12.293431754112243,-290.95286704132553,50,0.8985507246376812
71,54,13,22788.644381806236,12.290990829467773,146,,train,166,181,0.8949581980705261,9.769962616701378e-17,4.584885507996005,12.290750861167908,-340.8464438180624,50,0.7605633802816901
61,47,14,21536.784608278926,12.2990140914917,147,,train,143,157,0.7695868164300919,-3.907985046680551e-16,4.378640401449385,12.299715604782104,-335.32784608278934,50,0.7704918032786885
68,55,13,23291.15322620622,12.292410850524902,148,,train,241,185,1.1038196384906769,-1.1546319456101628e-16,4.202013237051491,12.294196219444276,-345.23153226206205,50,0.8088235294117647
76,56,17,23107.35609181464,12.276998519897461,149,,train,208,224,0.8387937545776367,4.707345624410664e-16,5.402073425583991,12.27992275238037,-377.9135609181464,50,0.7368421052631579
81,48,30,25419.723382639186,,149,0,eval,240,206,,,5.662457769200583,12.265398740768433,-507.69723382639194,50,0.5925925925925926
69,53,15,21573.221932198496,,149,1,eval,168,185,,,4.380084443177063,12.294676809310912,-344.55221932198504,50,0.7681159420289855
59,49,7,24395.17746139594,,149,2,eval,72,162,,,3.9548920619106833,12.293560190200806,-306.27177461395934,50,0.8305084745762712
81,50,27,23527.801291206993,12.27961254119873,150,,train,260,185,1.1226809918880463,-3.064215547965432e-16,4.182319606338062,12.284256868362426,-462.91801291207,50,0.6172839506172839
