apps_arrived,apps_done,apps_failed,energy_j,entropy,episode,eval_seed,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,reward,steps,success_rate
84,76,8,21981.921568768008,1.578371524810791,38,,train,897,251,0.973373219370842,6.217248937900877e-17,2.288922318190019,1.579537272453308,-289.9792156876801,50,0.9047619047619048
77,70,6,21689.08465052158,1.577060580253601,39,,train,595,227,0.8977474719285965,1.687538997430238e-16,2.314104284801824,1.5780175924301147,-270.3708465052158,50,0.9090909090909091
92,79,11,22107.616293809504,1.5759472846984863,40,,train,874,285,1.0541255474090576,-3.552713678800501e-17,2.9734051246664253,1.5767638683319092,-317.3161629380951,50,0.8586956521739131
83,75,8,22160.275284728352,1.5749642848968506,41,,train,760,237,0.9123167991638184,2.0872192862952942e-16,3.092504074130811,1.5756855010986328,-292.88275284728354,50,0.9036144578313253
87,81,4,22369.895071623774,1.5740373134613037,42,,train,355,255,0.9558962881565094,-4.4408920985006264e-17,2.954279559340597,1.5747385025024414,-262.5789507162378,50,0.9310344827586207
73,63,10,20119.243717563564,1.5730684995651245,43,,train,869,224,0.997032567858696,-5.329070518200751e-16,2.3370765740398545,1.5737847089767456,-287.1924371756357,50,0.863013698630137
82,77,5,21635.24520694373,1.5721871852874756,44,,train,510,246,0.8975409716367722,1.3322676295501878e-16,2.5064109880760665,1.5728352069854736,-262.1924520694373,50,0.9390243902439024
81,76,5,21333.24280837453,1.5714575052261353,45,,train,706,240,0.8687952905893326,2.6645352591003756e-17,3.2548893632534206,1.57197904586792,-260.21242808374524,50,0.9382716049382716
67,58,7,20555.85792713303,1.570812463760376,46,,train,653,203,0.9420308768749237,5.861977570020827e-16,2.6932459012297505,1.5713118314743042,-267.2985792713303,50,0.8656716417910447
68,63,5,19353.94648434057,1.570052981376648,47,,train,399,215,0.9544723033905029,-2.842170943040401e-16,1.7983297068747999,1.570621371269226,-237.6994648434057,50,0.9264705882352942
77,71,6,21975.929358793153,1.5691454410552979,48,,train,706,231,1.0954341441392899,-2.220446049250313e-16,2.749194034977882,1.5698561668395996,-273.83929358793154,50,0.922077922077922
75,65,9,21368.190481588295,1.5680949687957764,49,,train,952,227,0.9025870263576508,2.1760371282653068e-16,3.1050053236074615,1.5688585042953491,-292.6219048158829,50,0.8666666666666667
81,67,12,22261.823088581525,,49,0,eval,1026,243,,,4.239239558733063,1.5678672790527344,-328.0982308858153,50,0.8271604938271605
67,62,3,20847.179310707383,,49,1,eval,448,197,,,2.7961778635949885,1.5678672790527344,-237.7517931070739,50,0.9253731343283582
60,57,3,18678.31942188643,,49,2,eval,283,195,,,2.020816735438972,1.5678672790527344,-214.36319421886427,50,0.95
73,64,8,20865.68236985368,1.5671648979187012,50,,train,684,213,1.0130881667137146,-2.486899575160351e-16,2.71252162920808,1.5678672790527344,-278.8368236985368,50,0.8767123287671232
82,73,9,22991.075248328292,1.566328525543213,51,,train,776,244,0.9109164327383041,7.549516567451065e-17,3.4609844031138386,1.566916823387146,-309.910752483283,50,0.8902439024390244
77,63,13,23053.061981378985,1.5654481649398804,52,,train,1168,226,1.086645320057869,2.2648549702353194e-16,3.3784692443430973,1.566176176071167,-342.77061981379,50,0.8181818181818182
82,67,11,22721.201948548794,1.5642964839935303,53,,train,938,230,0.874397411942482,-3.241851231905457e-16,3.2240773138977366,1.5651195049285889,-323.172019485488,50,0.8170731707317073
81,76,5,20846.45070120314,1.563413381576538,54,,train,466,260,1.043762445449829,4.884981308350689e-16,2.667866126478869,1.5640653371810913,-254.4845070120314,50,0.9382716049382716
77,71,6,19995.41265566307,1.5626916885375977,55,,train,551,245,0.9005002528429031,-3.064215547965432e-16,2.1553477437356237,1.5632052421569824,-253.19412655663066,50,0.922077922077922
89,75,14,24622.61888376597,1.5621716976165771,56,,train,1195,259,0.8641965389251709,-4.840572387365683e-16,3.9661783366255325,1.5625512599945068,-368.26618883765974,50,0.8426966292134831
78,71,7,19764.661123248912,1.5616992712020874,57,,train,780,234,0.90229831635952,-1.7763568394002506e-16,2.245026609776805,1.5620546340942383,-259.26661123248914,50,0.9102564102564102
83,73,10,22324.227433517026,1.5611398220062256,58,,train,985,227,1.0064080506563187,2.5313084961453567e-16,2.5840088937596115,1.5615746974945068,-310.08227433517027,50,0.8795180722891566
76,63,11,21213.39209352312,1.5604817867279053,59,,train,941,199,0.9510081857442856,-1.0658141036401502e-16,2.6535147453769072,1.5609711408615112,-306.7539209352312,50,0.8289473684210527
82,77,5,22652.684490668347,1.5598036050796509,60,,train,464,237,0.9291578680276871,-2.1316282072803005e-16,2.996492053878292,1.5603182315826416,-273.14684490668355,50,0.9390243902439024
73,61,12,22990.127107662527,1.5590875148773193,61,,train,772,203,1.0142986178398132,3.8191672047105384e-16,4.487923647972141,1.5596189498901367,-334.8212710766252,50,0.8356164383561644
80,72,8,20205.393040895186,1.5583786964416504,62,,train,843,250,0.9887614101171494,1.021405182655144e-16,2.4726419333712704,1.558908224105835,-272.29393040895184,50,0.9
84,73,9,23161.249158792834,1.557685136795044,63,,train,847,250,0.9082346558570862,8.881784197001253e-17,3.06477209777614,1.5581988096237183,-311.3524915879284,50,0.8690476190476191
80,68,12,23903.582479140157,1.5570456981658936,64,,train,914,220,1.0216265320777893,1.9095836023552692e-16,5.068520157804891,1.5575177669525146,-345.4358247914015,50,0.85
83,74,9,22725.027759076624,1.556138515472412,65,,train,670,243,1.2774803042411804,-1.1990408665951691e-16,4.157170233518151,1.5568946599960327,-308.31027759076613,50,0.891566265060241
81,74,7,21938.25998772813,1.554915428161621,66,,train,593,223,0.8840882480144501,6.217248937900877e-17,2.5556399929944926,1.5557944774627686,-281.5825998772813,50,0.9135802469135802
85,71,14,23264.551951650206,1.5538922548294067,67,,train,1196,248,1.050559014081955,5.329070518200751e-17,3.1229648430235692,1.5546612739562988,-353.12551951650215,50,0.8352941176470589
71,64,5,20162.57700195111,1.552802324295044,68,,train,624,222,1.0483912080526352,4.4408920985006264e-17,2.2329295598048526,1.5536277294158936,-246.72577001951115,50,0.9014084507042254
78,73,5,21046.050542891066,1.5517022609710693,69,,train,481,228,0.9198949784040451,4.4408920985006264e-17,2.162877099171655,1.5525033473968506,-255.56050542891066,50,0.9358974358974359
77,66,11,21224.965366946388,1.55081307888031,70,,train,999,236,0.9386419504880905,4.884981308350689e-17,2.5710043205268134,1.5514568090438843,-306.8896536694638,50,0.8571428571428571
73,69,4,18944.83183287834,1.5496845245361328,71,,train,578,230,1.3484322130680084,4.3520742565306136e-16,1.8673136055387187,1.5506250858306885,-225.66831832878336,50,0.9452054794520548
78,68,10,19827.367526908925,1.5481425523757935,72,,train,873,225,0.9229825288057327,-6.306066779870889e-16,2.156522085733085,1.5492494106292725,-284.2936752690892,50,0.8717948717948718
65,64,1,18746.528272648557,1.5469691753387451,73,,train,148,213,1.0161003470420837,-1.6431300764452317e-16,2.0546375592784676,1.5478261709213257,-199.0252827264856,50,0.9846153846153847
70,66,4,19259.83867156105,1.545943021774292,74,,train,389,221,1.016980454325676,-1.3322676295501878e-16,1.838646081468273,1.5467050075531006,-228.69838671561052,50,0.9428571428571428
68,62,6,19533.84290077038,1.5449779033660889,75,,train,497,207,1.3042469918727875,7.993605777301127e-16,2.323308676134676,1.5456914901733398,-248.23842900770376,50,0.9117647058823529
66,63,3,18961.021175314156,1.5440938472747803,76,,train,257,221,1.0269577503204346,3.019806626980426e-16,2.120883607770362,1.544744849205017,-217.51021175314156,50,0.9545454545454546
93,80,13,24337.50866377659,1.543294072151184,77,,train,1143,256,0.9287237226963043,3.064215547965432e-16,4.955273266531968,1.543885588645935,-359.19508663776577,50,0.8602150537634409
74,70,4,19117.89056257288,1.542481541633606,78,,train,370,239,1.0087343454360962,-3.8191672047105384e-16,2.3586786988804618,1.543100357055664,-228.17890562572882,50,0.9459459459459459
79,77,1,19637.801756054992,1.5416241884231567,79,,train,160,254,1.0955346077680588,5.417888360170764e-16,2.2189522125306627,1.5422651767730713,-209.07801756054997,50,0.9746835443037974
68,57,11,20566.49254193977,1.540866732597351,80,,train,786,199,0.9560550004243851,5.950795411990839e-16,2.8658070678636434,1.541408896446228,-300.18492541939764,50,0.8382352941176471
76,71,4,19766.684089302176,1.540062427520752,81,,train,326,242,1.6098391711711884,-2.753353101070388e-16,2.0232891803322013,1.5407130718231201,-234.1268408930217,50,0.9342105263157895
87,72,15,22537.09038787523,1.539107084274292,82,,train,1289,247,0.9455238729715347,5.906386491005833e-16,3.482421234815612,1.539798617362976,-354.7909038787523,50,0.8275862068965517
71,65,6,21350.735666485307,1.5375787019729614,83,,train,493,211,2.0651493966579437,4.1744385725905884e-16,2.5934648873656974,1.5389013290405273,-267.0273566648531,50,0.9154929577464789
76,72,3,20430.646733598067,1.5354266166687012,84,,train,265,241,0.9314342886209488,1.3322676295501878e-17,2.839921232490587,1.5369561910629272,-233.98646733598068,50,0.9473684210526315
73,68,5,20567.552644407016,1.5338971614837646,85,,train,575,216,1.6113513112068176,1.376676550535194e-16,2.728378916391454,1.5350083112716675,-251.27552644407015,50,0.9315068493150684
79,70,9,21134.42268019771,1.5326707363128662,86,,train,1062,224,0.9486615210771561,-4.884981308350689e-16,2.778180132369575,1.533564567565918,-290.02422680197714,50,0.8860759493670886
73,67,6,20369.28287481929,1.5316882133483887,87,,train,660,227,0.9035402983427048,2.220446049250313e-16,2.08032352957543,1.5323981046676636,-256.632828748193,50,0.9178082191780822
76,68,8,21539.408054038253,1.5308607816696167,88,,train,819,214,1.0132231414318085,-3.6859404417555195e-16,3.752170422269688,1.5314805507659912,-287.0940805403826,50,0.8947368421052632
63,57,6,17713.073910751034,1.5300283432006836,89,,train,805,206,0.9744369089603424,1.2878587085651815e-16,1.816820616571667,1.5306508541107178,-229.21073910751025,50,0.9047619047619048
64,57,7,17710.51834240065,1.5292314291000366,90,,train,797,197,1.0609280467033386,-8.881784197001253e-18,1.7647654370146126,1.5298160314559937,-237.28518342400656,50,0.890625
85,74,11,22480.226647813244,1.5284595489501953,91,,train,950,243,1.1694614589214325,8.881784197001253e-17,2.7626420620729233,1.529045581817627,-320.34226647813244,50,0.8705882352941177
82,76,5,21624.866152234732,1.5277012586593628,92,,train,638,265,0.8867479115724564,-3.2862601528904633e-16,2.9408970262283725,1.528251051902771,-262.9086615223473,50,0.926829268292683
69,63,6,19890.000844758117,1.527069330215454,93,,train,702,211,0.9702442437410355,2.1760371282653068e-16,2.790072938404865,1.5275371074676514,-252.58000844758124,50,0.9130434782608695
65,60,5,18561.042220410276,1.5258022546768188,94,,train,444,209,1.2199144959449768,-4.796163466380677e-16,1.8831782041598066,1.5269134044647217,-229.67042220410278,50,0.9230769230769231
71,60,11,19991.695296431102,1.5237746238708496,95,,train,932,197,0.9965266138315201,4.4408920985006264e-17,2.14164354612897,1.5252317190170288,-293.7969529643111,50,0.8450704225352113
74,64,10,22778.05112097537,1.5222394466400146,96,,train,795,206,1.0664432495832443,8.881784197001253e-18,4.317028503132712,1.5233619213104248,-316.3405112097537,50,0.8648648648648649
65,61,4,21982.552497956276,1.5210494995117188,97,,train,448,198,0.9034269750118256,1.0658141036401502e-16,2.7051104122313423,1.52189302444458,-256.7455249795628,50,0.9384615384615385
71,65,6,20569.748583391043,1.5202393531799316,98,,train,555,213,0.9193172007799149,-5.861977570020827e-16,2.3153437300782564,1.5208230018615723,-258.79748583391046,50,0.9154929577464789
76,64,12,22589.320640405094,1.5195611715316772,99,,train,1003,215,0.9147866368293762,1.0658141036401502e-16,3.49080435911352,1.52006995677948,-329.87320640405085,50,0.8421052631578947
80,74,6,22830.88560313971,,99,0,eval,527,236,,,3.79418262964524,1.5193877220153809,-284.06885603139705,50,0.925
67,62,3,21255.45620752094,,99,1,eval,445,196,,,2.7984803566851912,1.5193877220153809,-241.8345620752094,50,0.9253731343283582
60,57,3,19382.8755193174,,99,2,eval,270,185,,,2.022411123918275,1.5193877220153809,-221.38875519317398,50,0.95
73,70,3,17892.878108196168,1.5188440084457397,100,,train,401,248,0.9821851551532745,-2.575717417130363e-16,1.6968282756401598,1.5193877220153809,-206.76878108196175,50,0.958904109589041
72,66,6,18830.75419550944,1.5181503295898438,101,,train,610,236,0.9549498111009598,6.306066779870889e-16,2.0637930229604606,1.5186518430709839,-241.04754195509446,50,0.9166666666666666
91,79,12,23932.272908103085,1.5176148414611816,102,,train,853,273,0.8993160724639893,-4.04121180963557e-16,3.9450642153443294,1.5180025100708008,-345.2627290810309,50,0.8681318681318682
70,60,10,20405.95186741107,1.51715886592865,103,,train,731,203,1.1528107523918152,2.753353101070388e-16,2.67264420041814,1.517500638961792,-290.2995186741107,50,0.8571428571428571
95,83,10,24298.955911306104,1.516577959060669,104,,train,942,283,1.2330713272094727,-1.4210854715202004e-16,4.458679049441174,1.517038106918335,-333.9095591130611,50,0.8736842105263158
79,72,7,22071.722681856823,1.515924334526062,105,,train,618,221,0.9403127729892731,3.4638958368304885e-16,2.5676156816353517,1.5163882970809937,-282.87722681856826,50,0.9113924050632911
74,67,6,19661.855824744456,1.5151365995407104,106,,train,556,250,1.259115070104599,-2.842170943040401e-16,2.388143027267917,1.5157990455627441,-250.11855824744458,50,0.9054054054054054
64,55,8,20816.425211063073,1.513977289199829,107,,train,625,183,1.021299034357071,6.217248937900877e-17,2.6172724544235932,1.5148186683654785,-277.64425211063076,50,0.859375
82,71,11,22950.312386207293,1.5130767822265625,108,,train,844,227,1.0979049801826477,1.0658141036401502e-16,3.2641971485942753,1.5137298107147217,-325.563123862073,50,0.8658536585365854
77,69,8,20991.865402601357,1.5123711824417114,109,,train,706,239,0.9151269793510437,8.881784197001253e-17,2.810544084230919,1.5128825902938843,-280.3586540260136,50,0.8961038961038961
80,75,5,21186.659670526988,1.5118005275726318,110,,train,563,247,0.9937429577112198,7.105427357601002e-17,2.7985383234790517,1.5122184753417969,-258.0665967052699,50,0.9375
69,64,5,19541.780562047858,1.5113205909729004,111,,train,578,200,0.9114453345537186,-1.9095836023552692e-16,1.9441190323124955,1.5116714239120483,-239.8178056204786,50,0.927536231884058
84,69,15,22185.03333683756,1.5108838081359863,112,,train,1268,242,1.0333581566810608,-8.881784197001253e-18,3.496434750010226,1.5112069845199585,-350.9903333683756,50,0.8214285714285714
64,56,7,19221.275715779713,1.5105259418487549,113,,train,680,196,0.9165253639221191,-1.3322676295501878e-17,2.0870780121470056,1.5107810497283936,-253.01275715779713,50,0.875
83,74,8,19303.426623213916,1.509953498840332,114,,train,877,261,1.129748523235321,-6.217248937900877e-17,1.894192678825254,1.51045560836792,-262.69426623213917,50,0.891566265060241
77,59,17,21996.28744182808,1.508894920349121,115,,train,1313,228,1.3020930588245392,-3.907985046680551e-16,4.096929904846823,1.5096677541732788,-365.6028744182808,50,0.7662337662337663
74,72,2,20427.874762309737,1.508028268814087,116,,train,157,225,1.0046465247869492,4.3076653355456073e-16,2.6905413596060246,1.508661150932312,-230.3587476230974,50,0.972972972972973
73,64,9,22411.08556538794,1.5071632862091064,117,,train,855,202,1.0593266636133194,-2.3092638912203257e-16,2.86002612473314,1.5078366994857788,-309.4708556538794,50,0.8767123287671232
78,72,6,21342.129991065583,1.5062355995178223,118,,train,527,242,0.9944469481706619,9.50350909079134e-16,2.5414176413366087,1.5068992376327515,-273.24129991065575,50,0.9230769230769231
59,54,5,18729.2921417366,1.505534291267395,119,,train,438,186,1.008273646235466,1.2434497875801754e-16,1.8527720163364012,1.5060479640960693,-231.05292141736598,50,0.9152542372881356
80,72,8,20785.648874745217,1.504913330078125,120,,train,922,231,1.0618297904729843,2.842170943040401e-16,2.103042776537032,1.505377173423767,-277.55648874745214,50,0.9
78,65,13,23108.42278346025,1.504334568977356,121,,train,941,223,1.1107676029205322,-6.217248937900877e-17,3.3779986373616384,1.5047554969787598,-343.2842278346027,50,0.8333333333333334
80,74,6,21955.434486286467,1.5037323236465454,122,,train,461,245,1.2279209792613983,-5.329070518200751e-17,3.134416884220921,1.504206895828247,-282.33434486286467,50,0.925
68,65,3,18274.429471304924,1.5030890703201294,123,,train,374,222,1.131903976202011,-4.929390229335695e-16,1.7242917016819481,1.503546118736267,-210.4042947130493,50,0.9558823529411765
70,63,7,20842.954098404723,1.5026379823684692,124,,train,701,214,0.980256661772728,-7.993605777301127e-17,2.362718155829,1.5029635429382324,-274.7695409840472,50,0.9
74,66,8,20699.40306163407,1.5022741556167603,125,,train,685,220,0.995916947722435,1.7763568394002505e-17,2.6285786462895206,1.5025432109832764,-277.0740306163407,50,0.8918918918918919
74,65,9,19521.940945017588,1.5019135475158691,126,,train,969,228,1.050493136048317,-1.3322676295501878e-16,1.9292237588211816,1.5021920204162598,-272.6594094501758,50,0.8783783783783784
84,74,10,23996.77116278489,1.501455545425415,127,,train,749,241,1.0280258059501648,2.886579864025407e-16,5.263756883187403,1.5018117427825928,-330.86771162784896,50,0.8809523809523809
68,61,7,19809.3842306642,1.500917673110962,128,,train,646,220,0.9343111962080002,1.554312234475219e-16,2.2463679080744026,1.5013154745101929,-259.15384230664193,50,0.8970588235294118
82,72,10,21775.595770315074,1.5004934072494507,129,,train,871,241,0.8841791898012161,-2.9309887850104134e-16,2.7809054271163824,1.5007898807525635,-304.83595770315077,50,0.8780487804878049
67,62,5,20694.158057383604,1.50014328956604,130,,train,350,200,1.1578602492809296,-1.4210854715202004e-16,2.502905267001327,1.5004193782806396,-251.88158057383615,50,0.9253731343283582
83,66,17,22949.254010081513,1.4995601177215576,131,,train,1389,238,0.9969950914382935,-2.4424906541753446e-16,3.9277300182288872,1.5000314712524414,-375.4125401008152,50,0.7951807228915663
79,74,5,21757.160928371042,1.498892903327942,132,,train,478,250,0.8478601276874542,-1.1546319456101628e-16,3.331557724900018,1.4993610382080078,-264.3516092837105,50,0.9367088607594937
71,65,6,18772.18741626097,1.4983851909637451,133,,train,474,234,1.005257561802864,8.526512829121202e-16,2.0500867064895303,1.4987725019454956,-240.4218741626097,50,0.9154929577464789
76,69,7,21808.53585537191,1.4976052045822144,134,,train,580,222,2.0672499537467957,2.753353101070388e-16,3.0801784748501264,1.4982552528381348,-280.80535855371926,50,0.9078947368421053
88,81,5,23807.84614762323,1.496433973312378,135,,train,506,254,1.1943709254264832,4.884981308350689e-16,3.6845150364993313,1.497302770614624,-286.45846147623223,50,0.9204545454545454
78,72,6,22248.298898213165,1.4953678846359253,136,,train,714,243,0.9763210564851761,-5.684341886080802e-16,2.8854381587527715,1.4961555004119873,-276.72298898213165,50,0.9230769230769231
73,66,5,21696.847195901737,1.4944188594818115,137,,train,350,214,1.0330245643854141,-4.662936703425658e-16,3.1203025926325494,1.4951159954071045,-263.0484719590174,50,0.9041095890410958
72,63,9,20804.996327141318,1.493194818496704,138,,train,793,221,1.4558509588241577,5.684341886080802e-16,2.6307328924451965,1.494201421737671,-286.12996327141315,50,0.875
77,71,6,18474.05045428935,1.491540789604187,139,,train,421,264,1.1311984360218048,-3.2862601528904633e-16,1.6881145961771378,1.4927420616149902,-237.22050454289354,50,0.922077922077922
78,68,10,21404.02223310787,1.4900747537612915,140,,train,759,210,1.2251284718513489,1.554312234475219e-16,2.4001523915916168,1.491178035736084,-300.3002223310787,50,0.8717948717948718
83,68,15,21959.02409845875,1.4886860847473145,141,,train,1447,244,1.0198735892772675,1.3322676295501878e-17,3.113688545297856,1.4896982908248901,-348.07024098458754,50,0.8192771084337349
84,80,4,22468.77952920968,1.4875692129135132,142,,train,367,234,0.9484884142875671,-9.992007221626409e-16,2.38104591263286,1.4883790016174316,-262.14779529209693,50,0.9523809523809523
70,63,5,20695.06645917586,1.4867117404937744,143,,train,602,203,0.9347711354494095,-1.1102230246251565e-15,3.0295041170150414,1.4873285293579102,-253.05066459175862,50,0.9
71,56,15,21874.01824981934,1.48606538772583,144,,train,818,194,0.962342694401741,-6.661338147750939e-17,4.217749513113988,1.4865365028381348,-347.6001824981935,50,0.7887323943661971
68,59,8,19196.26747391028,1.48562753200531,145,,train,583,206,0.9572246968746185,-6.927791673660977e-16,2.0065880156838873,1.4859226942062378,-261.0826747391028,50,0.8676470588235294
82,74,8,22994.02785354364,1.4851937294006348,146,,train,695,242,1.1579953730106354,-5.062616992290713e-16,3.176554615497802,1.485564947128296,-301.30027853543646,50,0.9024390243902439
68,61,7,20121.49534955504,1.484535813331604,147,,train,598,207,0.9095525294542313,-8.08242361927114e-16,2.624529990858194,1.4850085973739624,-262.6949534955504,50,0.8970588235294118
71,61,8,19666.36131688692,1.4838422536849976,148,,train,737,219,1.1314131319522858,-3.108624468950438e-16,2.7012935365181137,1.484398365020752,-266.8836131688692,50,0.8591549295774648
78,65,13,22877.5650053807,1.4831242561340332,149,,train,899,224,0.9633117616176605,1.4210854715202004e-16,4.079791112828032,1.4836305379867554,-341.87565005380696,50,0.8333333333333334
