apps_arrived,apps_done,apps_failed,energy_j,entropy,episode,eval_seed,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,reward,steps,success_rate
79,72,6,22392.549585334385,,149,0,eval,519,239,,,3.9289994952203235,1.4829919338226318,-279.82549585334385,50,0.9113924050632911
67,62,3,21305.89651866386,,149,1,eval,458,195,,,2.707974793323626,1.4829919338226318,-242.19896518663865,50,0.9253731343283582
60,56,2,18856.570568031402,,149,2,eval,271,183,,,1.9977485319469837,1.4829919338226318,-208.225705680314,50,0.9333333333333333
79,70,9,21766.49059980138,1.482616662979126,150,,train,855,233,1.0748299360275269,-8.704148513061227e-16,3.29188769766093,1.4829919338226318,-297.0649059980138,50,0.8860759493670886
78,67,11,23294.674850580548,1.482029914855957,151,,train,892,229,1.2129346430301666,-3.2862601528904633e-16,4.063779335128505,1.482496976852417,-329.74674850580556,50,0.8589743589743589
86,76,8,21484.31180077482,1.4812531471252441,152,,train,963,257,1.4827825427055359,2.753353101070388e-16,2.7175416400052903,1.481849193572998,-285.5631180077482,50,0.8837209302325582
83,66,14,20684.12491947003,1.4802496433258057,153,,train,1618,243,1.200607180595398,2.2648549702353194e-16,2.235065487449279,1.481015920639038,-326.4212491947003,50,0.7951807228915663
68,64,4,19009.09847791819,1.4792472124099731,154,,train,579,224,0.867775097489357,-1.5987211554602254e-16,2.0879476204131175,1.4799693822860718,-226.41098477918186,50,0.9411764705882353
94,80,14,23075.17459696557,1.4784395694732666,155,,train,1298,270,0.9546685069799423,3.641531520770513e-16,3.4410121080817992,1.4790363311767578,-352.39174596965586,50,0.851063829787234
72,65,7,19806.990295181877,1.4776766300201416,156,,train,544,223,1.0155376493930817,-5.062616992290713e-16,2.547608661017605,1.4782493114471436,-259.7899029518188,50,0.9027777777777778
70,66,4,20729.726598126803,1.4766223430633545,157,,train,328,204,1.1887723803520203,-3.641531520770513e-16,2.721729450114171,1.4774794578552246,-244.41726598126806,50,0.9428571428571428
73,64,8,22726.642610677936,1.4744850397109985,158,,train,586,215,2.0139262080192566,8.881784197001253e-18,3.5746260552969447,1.4762427806854248,-298.44642610677926,50,0.8767123287671232
66,56,10,19019.512595509404,1.4719932079315186,159,,train,1209,207,0.965399369597435,-4.796163466380677e-16,2.2021016118076586,1.4737815856933594,-275.59512595509403,50,0.8484848484848485
73,67,6,21627.675247885727,1.470114827156067,160,,train,714,213,1.0635642409324646,-5.062616992290713e-16,2.68038615309952,1.4714884757995605,-269.8767524788573,50,0.9178082191780822
83,72,10,22545.1963182744,1.468581199645996,161,,train,818,230,1.2671106159687042,-1.1546319456101628e-16,2.72130437501085,1.4697015285491943,-312.45196318274407,50,0.8674698795180723
84,78,5,21416.29376801429,1.467444896697998,162,,train,547,242,0.9510663598775864,5.240252676230739e-16,2.3403836026365945,1.4682387113571167,-259.842937680143,50,0.9285714285714286
74,65,8,20021.813162429928,1.4667104482650757,163,,train,739,232,0.9567175954580307,-2.575717417130363e-16,2.5535009362978145,1.4672505855560303,-270.35813162429923,50,0.8783783783783784
71,65,6,20771.8708012929,1.466057300567627,164,,train,488,199,0.9462618678808212,2.220446049250313e-16,2.7349986179812444,1.4665355682373047,-261.35870801292896,50,0.9154929577464789
78,71,6,20725.321311017295,1.4655338525772095,165,,train,659,230,0.9389941543340683,7.993605777301127e-17,2.7374425673296865,1.465908408164978,-261.33321311017295,50,0.9102564102564102
79,74,5,21345.657136341197,1.4650897979736328,166,,train,575,242,0.9466049075126648,2.1316282072803005e-16,2.8451454806832093,1.4654282331466675,-259.55657136341193,50,0.9367088607594937
80,71,8,20302.93893750965,1.4646148681640625,167,,train,731,246,0.9771204590797424,2.1316282072803005e-16,2.76050293913308,1.4649643898010254,-273.8493893750964,50,0.8875
74,68,6,20084.790104773983,1.4640413522720337,168,,train,558,241,1.5375440120697021,-1.0658141036401502e-16,2.3414900018526055,1.4645049571990967,-254.20790104773982,50,0.918918918918919
70,67,3,18327.675341729533,1.4628241062164307,169,,train,386,232,1.2561664581298828,-1.723066134218243e-15,1.7893044008084016,1.463833212852478,-211.07675341729535,50,0.9571428571428572
77,68,9,22324.469705557884,1.4611440896987915,170,,train,728,216,0.9494583606719971,-5.329070518200751e-16,3.0955140717894185,1.4623382091522217,-302.3446970555788,50,0.8831168831168831
83,73,10,22838.588699866803,1.4599628448486328,171,,train,831,241,1.0368087887763977,2.2204460492503132e-17,3.800387003089115,1.4608213901519775,-317.04588699866804,50,0.8795180722891566
75,71,4,19561.30418572052,1.458876132965088,172,,train,376,240,0.9145995378494263,1.509903313490213e-16,2.1870668030780496,1.459702968597412,-232.33304185720525,50,0.9466666666666667
71,65,6,20301.84394259146,1.4568182229995728,173,,train,523,206,1.5959662795066833,-5.773159728050814e-17,2.349270817782989,1.4585793018341064,-256.19843942591467,50,0.9154929577464789
67,54,10,18951.157530588822,1.4539763927459717,174,,train,931,199,0.987364873290062,-2.6201263381153693e-16,2.225002307570698,1.4559998512268066,-275.4115753058883,50,0.8059701492537313
76,64,11,19834.92010130369,1.4520577192306519,175,,train,951,220,0.8863969445228577,5.329070518200751e-17,2.32168389574005,1.453421950340271,-292.86920101303696,50,0.8421052631578947
69,62,7,20115.340897582406,1.4506990909576416,176,,train,605,218,1.0279343575239182,-5.773159728050814e-17,2.106588607779593,1.4516856670379639,-261.9734089758241,50,0.8985507246376812
86,75,11,22934.192553396293,1.4496495723724365,177,,train,1084,250,1.006850391626358,-1.7763568394002506e-16,3.0402380514477327,1.4504036903381348,-325.341925533963,50,0.872093023255814
73,61,10,20268.748564788657,1.4488258361816406,178,,train,1478,215,1.0640667378902435,2.486899575160351e-16,2.1953122470290203,1.4494346380233765,-288.70748564788653,50,0.8356164383561644
85,73,11,21946.53768031972,1.4481463432312012,179,,train,1093,250,1.0229464620351791,8.437694987151189e-16,2.649943603707498,1.4486221075057983,-314.8853768031973,50,0.8588235294117647
84,70,12,24113.580335500967,1.447745442390442,180,,train,1109,231,0.9058239161968231,-4.2188474935755947e-16,3.6851069596659727,1.4480271339416504,-346.3558033550096,50,0.8333333333333334
84,75,8,22610.60436288,1.4474908113479614,181,,train,857,223,0.9105491638183594,3.1974423109204507e-16,2.8629669122512262,1.4476722478866577,-297.18604362880006,50,0.8928571428571429
79,72,7,19072.938622329664,1.447279453277588,182,,train,722,258,0.9837563782930374,2.1316282072803005e-16,1.8856469021139195,1.4474406242370605,-251.7693862232967,50,0.9113924050632911
64,59,5,20428.670142031642,1.4470453262329102,183,,train,383,200,0.9055843949317932,-6.794564910705958e-16,2.877393992582466,1.4472196102142334,-249.4067014203164,50,0.921875
71,67,4,20948.550942462465,1.4466276168823242,184,,train,462,209,1.0307327061891556,-3.9968028886505634e-17,2.490079737821593,1.4469850063323975,-246.42550942462466,50,0.9436619718309859
70,64,6,19843.051491607508,1.445991039276123,185,,train,700,213,1.0663146078586578,-5.151434834260726e-16,2.141912433328639,1.4464547634124756,-251.17051491607518,50,0.9142857142857143
70,55,15,21134.09209288386,1.4454683065414429,186,,train,1096,191,1.0076524168252945,2.9753977059954197e-16,3.0594565436669856,1.4458484649658203,-338.88092092883863,50,0.7857142857142857
80,67,10,21724.227487642398,1.4450414180755615,187,,train,932,228,0.9190515875816345,-2.6201263381153693e-16,3.28282116763912,1.44535231590271,-305.30227487642406,50,0.8375
88,79,8,23523.004453112335,1.4446816444396973,188,,train,557,251,1.038249060511589,7.283063041541026e-16,3.5873214246900837,1.444947600364685,-307.8300445311234,50,0.8977272727272727
61,58,3,18570.127538512756,1.4443031549453735,189,,train,223,196,1.0007932931184769,-2.469136006766348e-15,2.2148432818772656,1.4445990324020386,-213.62127538512752,50,0.9508196721311475
67,62,5,19571.401637902123,1.4436423778533936,190,,train,316,203,1.0784010589122772,-1.2878587085651815e-15,1.9813396125508622,1.444183111190796,-240.01401637902123,50,0.9253731343283582
66,59,7,21355.378747432034,1.4427489042282104,191,,train,522,189,0.9813808649778366,-2.486899575160351e-16,3.0387525793904784,1.443394660949707,-275.33378747432033,50,0.8939393939393939
72,66,6,21963.759319455155,1.4420461654663086,192,,train,404,237,0.9731937497854233,7.505107646466058e-16,3.726123389584116,1.442558765411377,-274.6375931945516,50,0.9166666666666666
77,70,7,18155.966859854794,1.4415302276611328,193,,train,746,237,0.8998838812112808,-3.019806626980426e-16,1.6930091819752606,1.4418920278549194,-242.33966859854792,50,0.9090909090909091
69,62,7,20793.694641170263,1.4411721229553223,194,,train,608,210,0.9453910738229752,5.417888360170764e-16,3.1512309878243765,1.4414371252059937,-270.2169464117027,50,0.8985507246376812
71,65,6,20476.86365982312,1.4408345222473145,195,,train,511,214,0.974679246544838,6.705747068735946e-16,2.722782616437971,1.4410905838012695,-258.32863659823124,50,0.9154929577464789
76,66,8,19119.02429793766,1.4404478073120117,196,,train,1000,235,0.9792822003364563,-1.0658141036401502e-16,2.0518043730047126,1.4407448768615723,-260.87024297937654,50,0.868421052631579
79,69,10,22843.343102725783,1.4399280548095703,197,,train,793,226,1.0211021155118942,6.661338147750939e-17,3.068701606922452,1.44033944606781,-315.6534310272579,50,0.8734177215189873
71,67,4,19460.726454311043,1.4393819570541382,198,,train,388,219,0.8334065079689026,-2.220446049250313e-16,2.0832077383141274,1.4397640228271484,-231.14726454311042,50,0.9436619718309859
76,69,7,20589.05558387262,1.4389744997024536,199,,train,665,233,0.9834196120500565,9.592326932761353e-16,2.1692185192819653,1.4392880201339722,-267.27055583872624,50,0.9078947368421053
81,69,11,22536.236603827383,,199,0,eval,991,234,,,3.9542138078450098,1.4388660192489624,-322.24236603827393,50,0.8518518518518519
70,63,5,20714.657975922008,,199,1,eval,598,205,,,3.0557282255290787,1.4388660192489624,-253.22657975922004,50,0.9
60,57,3,18782.914686816144,,199,2,eval,294,193,,,1.9886648369103734,1.4388660192489624,-215.3691468681614,50,0.95
