apps_arrived,apps_done,apps_failed,energy_j,entropy,episode,eval_seed,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,pen_boundary,pen_collision,pen_low_battery,reward,reward_E,reward_F,reward_L,steps,success_rate
72,63,9,24474.567199684778,12.30532169342041,19,,train,77,204,0.7845860570669174,3.907985046680551e-16,5.0229205440028135,12.295733222961426,0.0,0.0,0.0,-325.9056719968478,24474.567199684778,9.0,458.0,50,0.875
86,61,23,25151.210149328916,12.320812225341797,20,,train,233,228,0.8220104724168777,-5.506706202140776e-16,3.9975878667668225,12.30342345237732,0.0,0.0,0.0,-446.63210149328916,25151.210149328916,23.0,556.0,50,0.7093023255813954
60,49,10,23120.13630480638,12.353422164916992,21,,train,498,151,1.0086203664541245,-1.5987211554602254e-16,3.9659722041681347,12.338555998802185,0.0,0.0,0.0,-318.0213630480638,23120.13630480638,10.0,341.0,50,0.8166666666666667
85,70,15,24460.640755507524,12.347709655761719,22,,train,530,227,0.8854026347398758,-3.019806626980426e-16,4.580322552201992,12.33660719871521,0.0,0.0,0.0,-375.2864075550752,24460.640755507524,15.0,534.0,50,0.8235294117647058
78,55,21,24232.969844154453,12.368795394897461,23,,train,508,225,1.1161028444766998,-1.3322676295501878e-16,4.33303968468089,12.361806230545044,0.0,0.0,0.0,-420.9296984415446,24232.969844154453,21.0,530.0,50,0.7051282051282052
60,44,16,22621.93243296285,12.379288673400879,24,,train,473,159,0.7492037415504456,1.5987211554602254e-16,4.771778670505481,12.378319220542908,0.0,0.0,0.0,-362.75932432962856,22621.93243296285,16.0,427.0,50,0.7333333333333333
81,53,25,20670.92947669902,,24,0,eval,568,210,,,3.7550563612337995,0.0,0.0,0.0,0.0,-417.56929476699025,20670.92947669902,25.0,543.0,50,0.654320987654321
68,46,20,16829.257958191243,,24,1,eval,281,176,,,2.8936226685825077,0.0,0.0,0.0,0.0,-336.6125795819125,16829.257958191243,20.0,416.0,50,0.6764705882352942
58,49,9,16165.654612605465,,24,2,eval,156,172,,,2.7866128293710175,0.0,0.0,0.0,0.0,-239.07654612605475,16165.654612605465,9.0,271.0,50,0.8448275862068966
79,51,27,20338.932029651616,,24,3,eval,606,165,,,2.829910495233551,0.0,0.0,0.0,0.0,-429.4093202965162,20338.932029651616,27.0,501.0,50,0.6455696202531646
77,55,22,18952.42474181897,,24,4,eval,902,189,,,2.60256753950417,0.0,0.0,0.0,0.0,-374.2842474181897,18952.42474181897,22.0,438.0,50,0.7142857142857143
69,54,15,24237.892733914858,12.368657112121582,25,,train,225,188,1.4616350531578064,3.8191672047105384e-16,5.055404758789411,12.371913080215455,0.0,0.0,0.0,-372.01892733914866,24237.892733914858,15.0,482.0,50,0.782608695652174
77,61,16,25133.689727156332,12.358059883117676,26,,train,311,212,0.8469858169555664,-1.1546319456101628e-16,4.894942729311963,12.363072872161865,0.0,0.0,0.0,-389.8768972715634,25133.689727156332,16.0,527.0,50,0.7922077922077922
62,44,17,20197.56371094095,12.361248970031738,27,,train,528,188,0.7739423960447311,7.105427357601002e-17,4.3843748801020235,12.364266924858093,0.0,0.0,0.0,-346.43563710940947,20197.56371094095,17.0,423.0,50,0.7096774193548387
82,69,10,24912.734299656346,12.3528470993042,28,,train,213,237,0.776332825422287,-9.769962616701378e-17,4.396297400899606,12.353033194541931,0.0,0.0,0.0,-338.54734299656354,24912.734299656346,10.0,471.0,50,0.8414634146341463
64,52,11,22702.855558743428,12.355766296386719,29,,train,158,178,1.0420940220355988,-2.575717417130363e-16,4.484823901826737,12.354119262695313,0.0,0.0,0.0,-322.8685555874343,22702.855558743428,11.0,392.0,50,0.8125
68,52,16,21267.203767750616,12.350985527038574,30,,train,253,181,0.9084752649068832,1.5987211554602254e-16,4.063223071716479,12.349182448387147,0.0,0.0,0.0,-349.2920376775062,21267.203767750616,16.0,431.0,50,0.7647058823529411
82,66,14,23260.14682758401,12.349869728088379,31,,train,191,219,0.912200078368187,-1.2434497875801754e-16,4.736354970931085,12.346601295471192,0.0,0.0,0.0,-355.12146827584,23260.14682758401,14.0,526.0,50,0.8048780487804879
87,61,24,23563.917951931326,12.347692489624023,32,,train,241,231,0.7450165748596191,1.1546319456101628e-16,5.1648212689495505,12.345314269065858,0.0,0.0,0.0,-440.4791795193133,23563.917951931326,24.0,642.0,50,0.7011494252873564
67,57,10,25259.563721118644,12.364882469177246,33,,train,115,185,0.9126462638378143,2.3092638912203257e-16,4.704136192457516,12.365465469360352,0.0,0.0,0.0,-341.0556372111865,25259.563721118644,10.0,423.0,50,0.8507462686567164
71,65,6,23283.7862702347,12.355384826660156,34,,train,198,217,0.9838456809520721,-1.021405182655144e-16,4.916239258017502,12.358835787773133,0.0,0.0,0.0,-289.3378627023471,23283.7862702347,6.0,425.0,50,0.9154929577464789
79,63,16,22756.101351333044,12.350741386413574,35,,train,463,203,0.8947508931159973,3.108624468950438e-16,3.8120577071050903,12.355961227416993,0.0,0.0,0.0,-364.8410135133303,22756.101351333044,16.0,464.0,50,0.7974683544303798
76,68,8,24417.491437276127,12.335412979125977,36,,train,176,207,1.0352084636688232,4.263256414560601e-16,4.536646854836827,12.34151463985443,0.0,0.0,0.0,-316.9349143727614,24417.491437276127,8.0,438.0,50,0.8947368421052632
83,75,7,24670.60139669648,12.340517044067383,37,,train,134,234,0.7621655464172363,-1.9539925233402755e-16,4.621617817577442,12.343617782592773,0.0,0.0,0.0,-312.1260139669648,24670.60139669648,7.0,471.0,50,0.9036144578313253
58,55,3,21443.585347142016,12.344484329223633,38,,train,60,184,0.7662961930036545,-2.753353101070388e-16,4.270540680658852,12.347155179977417,0.0,0.0,0.0,-244.4158534714202,21443.585347142016,3.0,299.0,50,0.9482758620689655
76,69,7,24504.209159459388,12.326616287231445,39,,train,192,221,0.8448114097118378,1.0658141036401502e-16,4.698368750120885,12.331976823806762,0.0,0.0,0.0,-310.00209159459394,24504.209159459388,7.0,448.0,50,0.9078947368421053
69,62,5,24036.106991063774,12.32640266418457,40,,train,109,187,0.7883102148771286,1.1546319456101628e-16,4.765569236217242,12.329687242507935,0.0,0.0,0.0,-288.2210699106377,24036.106991063774,5.0,393.0,50,0.8985507246376812
65,51,13,21879.764714849756,12.33442497253418,41,,train,268,169,0.8420828729867935,-4.4408920985006264e-17,5.082172386793341,12.33143295288086,0.0,0.0,0.0,-331.65764714849763,21879.764714849756,13.0,443.0,50,0.7846153846153846
79,70,9,23982.946602656,12.332281112670898,42,,train,158,229,1.1272817999124527,1.7763568394002506e-16,4.636309609711498,12.327262377738952,0.0,0.0,0.0,-321.14946602656,23982.946602656,9.0,466.0,50,0.8860759493670886
68,50,17,21499.327884839546,12.348732948303223,43,,train,366,188,0.869060292840004,-4.4408920985006264e-17,4.4461805408978385,12.345128746032715,0.0,0.0,0.0,-360.2532788483954,21499.327884839546,17.0,463.0,50,0.7352941176470589
71,55,15,23839.222575049935,12.336917877197266,44,,train,243,192,0.7432764023542404,-2.486899575160351e-16,4.9600804615009455,12.332276124954223,0.0,0.0,0.0,-368.0522257504994,23839.222575049935,15.0,483.0,50,0.7746478873239436
65,52,11,20881.819411513145,12.353719711303711,45,,train,134,191,0.8260653465986252,1.5987211554602254e-16,4.878197838701128,12.349746603965759,0.0,0.0,0.0,-305.27819411513144,20881.819411513145,11.0,423.0,50,0.8
68,63,5,21249.467300143275,12.356999397277832,46,,train,180,210,0.9068010598421097,-2.353672812205332e-16,3.7002388074071955,12.356385340690613,0.0,0.0,0.0,-259.01467300143275,21249.467300143275,5.0,326.0,50,0.9264705882352942
69,42,26,21310.084410757823,12.356127738952637,47,,train,243,174,0.8174993395805359,4.04121180963557e-16,5.945087316984921,12.358767986297607,0.0,0.0,0.0,-432.9808441075782,21310.084410757823,26.0,594.0,50,0.6086956521739131
59,52,7,23607.3356369322,12.343269348144531,48,,train,239,165,0.7460129708051682,1.0658141036401502e-16,5.295127503824578,12.346877398490905,0.0,0.0,0.0,-299.833356369322,23607.3356369322,7.0,388.0,50,0.8813559322033898
82,62,18,19817.867990618503,12.34850025177002,49,,train,459,240,13.684710502624512,1.6431300764452317e-16,4.606888811999267,12.350061054229736,0.0,0.0,0.0,-352.8786799061849,19817.867990618503,18.0,535.0,50,0.7560975609756098
83,64,19,20748.518134557773,,49,0,eval,358,231,,,3.9611694021269956,0.0,0.0,0.0,0.0,-369.7651813455776,20748.518134557773,19.0,514.0,50,0.7710843373493976
69,48,19,18076.13647296045,,49,1,eval,288,174,,,3.112218175864864,0.0,0.0,0.0,0.0,-341.0413647296045,18076.13647296045,19.0,414.0,50,0.6956521739130435
57,49,8,17103.687345399103,,49,2,eval,235,176,,,3.330182655519707,0.0,0.0,0.0,0.0,-240.75687345399103,17103.687345399103,8.0,286.0,50,0.8596491228070176
83,62,18,22078.526771288205,,49,3,eval,188,204,,,3.9077410875660648,0.0,0.0,0.0,0.0,-375.125267712882,22078.526771288205,18.0,517.0,50,0.7469879518072289
78,54,23,19391.402292822804,,49,4,eval,407,187,,,3.5820512451444873,0.0,0.0,0.0,0.0,-387.91402292822806,19391.402292822804,23.0,500.0,50,0.6923076923076923
76,57,15,24939.990419502858,12.333290100097656,50,,train,183,191,1.1051991432905197,4.3520742565306136e-16,5.28927913925883,12.335159397125244,0.0,0.0,0.0,-380.25990419502847,24939.990419502858,15.0,543.0,50,0.75
67,56,11,22273.747104132173,12.340557098388672,51,,train,385,184,0.8606023490428925,-2.1760371282653068e-16,4.984485488392681,12.344980821609497,0.0,0.0,0.0,-319.57747104132176,22273.747104132173,11.0,442.0,50,0.835820895522388
64,53,11,24824.19488708034,12.33609676361084,52,,train,282,173,1.0875270664691925,-3.1530333899354444e-16,5.299723635107397,12.340351362228393,0.0,0.0,0.0,-345.08194887080356,24824.19488708034,11.0,442.0,50,0.828125
69,46,23,22387.016700042896,12.313852310180664,53,,train,378,177,0.987968698143959,7.904787935331115e-16,5.125815855105878,12.31665530204773,0.0,0.0,0.0,-418.6301670004289,22387.016700042896,23.0,538.0,50,0.6666666666666666
72,60,12,23913.264737838843,12.326350212097168,54,,train,461,192,1.22104150056839,-2.6645352591003756e-16,4.006502733285919,12.326947164535522,7.0,0.0,0.0,-350.4726473783885,23913.264737838843,12.0,417.0,50,0.8333333333333334
73,65,7,24176.80416653518,12.3240327835083,55,,train,123,198,0.9153507649898529,-5.329070518200751e-17,4.657043803475697,12.32228388786316,13.0,0.0,0.0,-319.38804166535186,24176.80416653518,7.0,431.0,50,0.8904109589041096
82,63,14,25117.1939015451,12.324265480041504,56,,train,519,222,0.9730485528707504,4.263256414560601e-16,3.774875543282499,12.321449680328369,0.0,0.0,0.0,-372.25193901545106,25117.1939015451,14.0,454.0,50,0.7682926829268293
82,56,24,24885.66127135978,12.320295333862305,57,,train,376,197,0.896555483341217,-1.4210854715202004e-16,5.1259513510296015,12.316476392745972,0.0,0.0,0.0,-453.2366127135978,24885.66127135978,24.0,619.0,50,0.6829268292682927
74,62,10,24601.00061810372,12.333392143249512,58,,train,248,204,1.2505730092525482,3.108624468950438e-16,4.331517515345746,12.328710613250733,2.0,0.0,0.0,-336.43000618103724,24601.00061810372,10.0,421.0,50,0.8378378378378378
81,51,27,21232.48996658493,12.338247299194336,59,,train,258,215,0.8195922374725342,-1.1546319456101628e-16,3.888874596608356,12.333735752105714,0.0,0.0,0.0,-439.56489966584934,21232.48996658493,27.0,562.0,50,0.6296296296296297
70,54,15,23224.257541933857,12.348275184631348,60,,train,358,177,0.9098272919654846,3.1974423109204507e-16,4.430741701609911,12.344987325668335,0.0,0.0,0.0,-361.1225754193385,23224.257541933857,15.0,444.0,50,0.7714285714285715
64,52,12,22649.791769147167,12.350433349609375,61,,train,157,170,0.8476462960243225,1.5987211554602254e-16,4.813333638102836,12.346771011352539,0.0,0.0,0.0,-331.0179176914716,22649.791769147167,12.0,426.0,50,0.8125
80,64,16,22875.59085544919,12.351880073547363,62,,train,175,220,0.8347591906785965,-2.3980817331903383e-16,4.159869050788473,12.344696865081787,0.0,0.0,0.0,-366.4959085544919,22875.59085544919,16.0,487.0,50,0.8
78,69,6,22808.47675945069,12.375314712524414,63,,train,154,237,0.9494113028049469,3.108624468950438e-16,4.615492063664068,12.369574880599975,0.0,0.0,0.0,-284.64476759450685,22808.47675945069,6.0,428.0,50,0.8846153846153846
85,73,12,24458.033658676206,12.369571685791016,64,,train,207,260,1.373250663280487,2.575717417130363e-16,5.320895715125413,12.365916347503662,0.0,0.0,0.0,-352.0203365867621,24458.033658676206,12.0,572.0,50,0.8588235294117647
82,62,14,25840.04372609664,12.374946594238281,65,,train,272,211,0.7914115637540817,-4.085620730620576e-16,4.604192961313487,12.372784190177917,0.0,0.0,0.0,-380.58043726096645,25840.04372609664,14.0,509.0,50,0.7560975609756098
79,58,18,25141.564970561427,12.37710952758789,66,,train,181,200,0.932186096906662,-1.509903313490213e-16,5.193945696318991,12.374105672836304,0.0,0.0,0.0,-406.4956497056143,25141.564970561427,18.0,554.0,50,0.7341772151898734
74,57,17,22649.45630738957,12.384400367736816,67,,train,289,198,1.0066839754581451,4.4408920985006264e-17,5.154359244882047,12.379326968193054,0.0,0.0,0.0,-373.05456307389574,22649.45630738957,17.0,528.0,50,0.7702702702702703
73,61,12,24036.126981865655,12.397624015808105,68,,train,219,196,0.9414159208536148,-2.753353101070388e-16,4.594145424646674,12.392180247306824,0.0,0.0,0.0,-345.4412698186566,24036.126981865655,12.0,454.0,50,0.8356164383561644
62,54,7,25194.35235102214,12.394011497497559,69,,train,85,171,0.8452558219432831,1.4210854715202004e-16,4.656799028508779,12.39058566570282,0.0,0.0,0.0,-315.3235235102215,25194.35235102214,7.0,369.0,50,0.8709677419354839
98,65,29,25518.847477270316,12.383584022521973,70,,train,289,236,0.7660559117794037,3.907985046680551e-16,4.9535888838538655,12.384702677726745,0.0,0.0,0.0,-501.7684747727032,25518.847477270316,29.0,729.0,50,0.6632653061224489
75,59,12,22898.858999340857,12.397222518920898,71,,train,235,203,0.8525224030017853,5.506706202140776e-16,4.8527163276576255,12.397427654266357,0.0,0.0,0.0,-334.2885899934086,22898.858999340857,12.0,465.0,50,0.7866666666666666
72,64,8,22658.232542838905,12.396384239196777,72,,train,90,210,0.766178160905838,6.483702463810914e-16,4.17083043867825,12.394920377731323,0.0,0.0,0.0,-298.5023254283891,22658.232542838905,8.0,396.0,50,0.8888888888888888
59,50,8,24381.86898894798,12.4041748046875,73,,train,206,149,0.9352166801691055,1.7763568394002505e-17,4.4780775360912175,12.404268074035645,0.0,0.0,0.0,-314.87868988947986,24381.86898894798,8.0,353.0,50,0.847457627118644
77,51,24,21956.695613761338,12.391143798828125,74,,train,256,210,0.8310951292514801,6.927791673660977e-16,5.037935710131583,12.390654239654541,0.0,0.0,0.0,-423.26695613761336,21956.695613761338,24.0,585.0,50,0.6623376623376623
81,58,20,21857.143886524573,,74,0,eval,266,178,,,3.6915340389653992,0.0,0.0,0.0,0.0,-388.4714388652457,21857.143886524573,20.0,495.0,50,0.7160493827160493
67,48,18,20911.492779029442,,74,1,eval,601,157,,,3.1200524507457366,0.0,0.0,0.0,0.0,-360.99492779029435,20911.492779029442,18.0,394.0,50,0.7164179104477612
59,44,13,19631.778991246916,,74,2,eval,191,143,,,2.897415594008494,0.0,0.0,0.0,0.0,-306.7977899124692,19631.778991246916,13.0,324.0,50,0.7457627118644068
79,45,30,24400.537248288438,,74,3,eval,154,128,,,3.0841583110195505,0.0,0.0,0.0,0.0,-494.84537248288444,24400.537248288438,30.0,542.0,50,0.569620253164557
77,60,15,21374.782165707158,,74,4,eval,347,192,,,3.818798253398831,0.0,0.0,0.0,0.0,-342.5278216570715,21374.782165707158,15.0,439.0,50,0.7792207792207793
82,65,12,26468.62688406139,12.398961067199707,75,,train,219,214,1.6157734990119934,8.881784197001253e-18,4.898398953468571,12.396258411407471,0.0,0.0,0.0,-371.066268840614,26468.62688406139,12.0,519.0,50,0.7926829268292683
70,59,8,24596.482722796613,12.408770561218262,76,,train,93,183,38.47762966156006,4.884981308350689e-16,4.398169757161019,12.410858454704284,0.0,0.0,0.0,-317.96482722796617,24596.482722796613,8.0,400.0,50,0.8428571428571429
80,61,17,24955.91280054206,12.393431663513184,77,,train,614,212,0.9807030260562897,6.217248937900877e-17,4.8158429638499864,12.399020967483521,0.0,0.0,0.0,-396.23912800542064,24955.91280054206,17.0,534.0,50,0.7625
71,59,10,24364.667000162655,12.39146900177002,78,,train,131,185,2.813002645969391,6.394884621840901e-16,4.798908816593015,12.39479615688324,0.0,0.0,0.0,-332.4266700016265,24364.667000162655,10.0,439.0,50,0.8309859154929577
70,59,11,23087.738807664988,12.389801025390625,79,,train,467,204,0.932608425617218,3.552713678800501e-17,3.9774510151436155,12.393231410980224,0.0,0.0,0.0,-326.8173880766498,23087.738807664988,11.0,397.0,50,0.8428571428571429
70,55,11,24184.060618893327,12.388385772705078,80,,train,272,189,0.8369074016809464,-5.773159728050814e-16,4.428133434677216,12.391954641342164,0.0,0.0,0.0,-338.26060618893325,24184.060618893327,11.0,421.0,50,0.7857142857142857
73,54,15,22069.5921365893,12.378496170043945,81,,train,130,209,1.1229141503572464,-1.0302869668521452e-15,4.105659390812679,12.378250994682311,0.0,0.0,0.0,-349.7759213658929,22069.5921365893,15.0,454.0,50,0.7397260273972602
77,47,28,26283.9684009099,12.382341384887695,82,,train,560,189,1.0317105948925018,2.486899575160351e-16,5.070255584880826,12.377889385223389,0.0,0.0,0.0,-498.91968400909906,26283.9684009099,28.0,604.0,50,0.6103896103896104
71,61,9,24150.16150050823,12.398313522338867,83,,train,272,199,0.8326189965009689,-4.618527782440651e-16,4.481688185374839,12.394950938224792,0.0,0.0,0.0,-321.8016150050822,24150.16150050823,9.0,415.0,50,0.8591549295774648
82,59,23,24899.350396083184,12.396696090698242,84,,train,470,203,0.7525568902492523,7.105427357601002e-17,4.606044185115044,12.39273934364319,0.0,0.0,0.0,-444.59350396083187,24899.350396083184,23.0,580.0,50,0.7195121951219512
70,60,9,24024.476586889272,12.411810874938965,85,,train,143,199,0.8901579827070236,8.171241461241152e-16,4.492861701471091,12.40599591255188,0.0,0.0,0.0,-320.48476586889257,24024.476586889272,9.0,412.0,50,0.8571428571428571
78,70,5,23534.790782347307,12.4120512008667,86,,train,64,219,1.140968844294548,3.4638958368304885e-16,3.8600566473766693,12.408274765014648,0.0,0.0,0.0,-282.9479078234731,23534.790782347307,5.0,380.0,50,0.8974358974358975
58,42,16,20530.319135305097,12.413490295410156,87,,train,556,159,0.7978333830833435,4.4408920985006264e-17,4.727661397030495,12.41251012802124,0.0,0.0,0.0,-341.56319135305097,20530.319135305097,16.0,413.0,50,0.7241379310344828
80,54,22,25637.073219385285,12.40799617767334,88,,train,207,188,1.1864160597324371,7.949196856316121e-16,5.4984590166833005,12.408225088119506,0.0,0.0,0.0,-444.57073219385296,25637.073219385285,22.0,610.0,50,0.675
66,58,8,22658.142655218937,12.419782638549805,89,,train,88,190,0.9376091659069061,-2.220446049250313e-16,4.124153655945372,12.418458533287048,0.0,0.0,0.0,-297.90142655218943,22658.142655218937,8.0,366.0,50,0.8787878787878788
65,54,10,24310.867709304923,12.422601699829102,90,,train,160,183,0.9589292258024216,3.552713678800501e-17,5.481419838374609,12.420883784294128,0.0,0.0,0.0,-332.02867709304917,24310.867709304923,10.0,446.0,50,0.8307692307692308
61,53,5,24552.476302903437,12.428925514221191,91,,train,68,150,0.8511717617511749,-5.329070518200751e-17,3.7861843647247446,12.426385707855225,0.0,0.0,0.0,-291.62476302903445,24552.476302903437,5.0,305.0,50,0.8688524590163934
76,51,25,24406.149142279788,12.41872787475586,92,,train,573,194,0.9677666127681732,-1.4210854715202004e-16,4.5822581153607915,12.415865225791931,2.0,0.0,0.0,-457.3014914227979,24406.149142279788,25.0,562.0,50,0.6710526315789473
77,63,13,23101.994199074492,12.419135093688965,93,,train,340,211,0.7705535143613815,7.904787935331115e-16,4.766855395864235,12.418438558578492,0.0,0.0,0.0,-344.9199419907449,23101.994199074492,13.0,495.0,50,0.8181818181818182
64,50,12,21997.057244919753,12.432760238647461,94,,train,200,164,1.0232246965169907,-2.6645352591003756e-16,3.9419454708079944,12.43270492553711,0.0,0.0,0.0,-323.4305724491974,21997.057244919753,12.0,373.0,50,0.78125
78,63,14,24264.965790134353,12.419261932373047,95,,train,187,231,1.056495487689972,8.970602038971265e-16,5.14232808702164,12.418761782646179,0.0,0.0,0.0,-365.22965790134344,24264.965790134353,14.0,529.0,50,0.8076923076923077
70,54,15,22554.16009151795,12.424837112426758,96,,train,418,192,0.8893875330686569,-2.6645352591003756e-17,4.473780141014681,12.4244185256958,0.0,0.0,0.0,-354.5016009151795,22554.16009151795,15.0,448.0,50,0.7714285714285715
68,51,14,22852.11096167847,12.427168846130371,97,,train,347,183,0.7766786515712738,3.019806626980426e-16,4.3578608746464855,12.427932333946227,0.0,0.0,0.0,-348.96110961678465,22852.11096167847,14.0,422.0,50,0.75
78,59,19,24680.752234385527,12.419615745544434,98,,train,622,198,0.8534885793924332,2.220446049250313e-16,4.0738239384426045,12.420809307098388,0.0,0.0,0.0,-408.72752234385536,24680.752234385527,19.0,496.0,50,0.7564102564102564
68,53,14,23078.76779790759,12.421011924743652,99,,train,429,177,1.0092765092849731,-2.7977620220553945e-16,4.785880527843097,12.420657348632812,0.0,0.0,0.0,-351.7676779790759,23078.76779790759,14.0,449.0,50,0.7794117647058824
81,53,27,24824.10836290564,,99,0,eval,507,174,,,5.267582149326151,0.0,0.0,0.0,0.0,-476.88108362905643,24824.10836290564,27.0,632.0,50,0.654320987654321
66,37,26,21224.478891501207,,99,1,eval,370,115,,,3.947077229909099,0.0,0.0,0.0,0.0,-430.10478891501214,21224.478891501207,26.0,493.0,50,0.5606060606060606
57,44,12,20011.562701200502,,99,2,eval,188,120,,,3.5284780757631053,0.0,0.0,0.0,0.0,-302.555627012005,20011.562701200502,12.0,322.0,50,0.7719298245614035
82,52,25,23217.33468953352,,99,3,eval,238,187,,,4.098753369615746,0.0,0.0,0.0,0.0,-443.41334689533517,23217.33468953352,25.0,562.0,50,0.6341463414634146
73,45,27,22835.94632767699,,99,4,eval,103,143,,,4.277189515407887,0.0,0.0,0.0,0.0,-455.13946327676985,22835.94632767699,27.0,539.0,50,0.6164383561643836
75,66,9,23844.638722903997,12.425809860229492,100,,train,398,197,1.0213742852210999,2.220446049250313e-16,4.65004112724874,12.42513488292694,0.0,0.0,0.0,-319.48638722904,23844.638722903997,9.0,452.0,50,0.88
79,66,12,25530.22353989964,12.41794204711914,101,,train,282,215,0.8516895920038223,-2.042810365310288e-16,4.989435106706486,12.41780340194702,0.0,0.0,0.0,-361.6022353989964,25530.22353989964,12.0,515.0,50,0.8354430379746836
74,57,15,25143.481079858837,12.417380332946777,102,,train,257,190,0.82586570084095,-1.687538997430238e-16,4.838661248175501,12.41636420249939,0.0,0.0,0.0,-381.11481079858845,25143.481079858837,15.0,484.0,50,0.7702702702702703
71,61,10,22616.563210177224,12.432880401611328,103,,train,322,195,1.0150330662727356,-2.842170943040401e-16,4.178271179066882,12.43203559398651,0.0,0.0,0.0,-314.28563210177214,22616.563210177224,10.0,406.0,50,0.8591549295774648
