apps_arrived,apps_done,apps_failed,energy_j,entropy,episode,eval_seed,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,pen_boundary,pen_collision,pen_low_battery,reward,reward_E,reward_F,reward_L,steps,success_rate
69,63,4,18851.750022631477,1.598169207572937,29,,train,551,224,0.948153018951416,-1.7763568394002505e-17,2.2763866980482983,1.5987781286239624,0.0,0.0,0.0,-224.95750022631472,18851.750022631477,4.0,222.0,50,0.9130434782608695
70,55,15,22056.34601423077,1.596783995628357,30,,train,915,194,1.4778222143650055,1.9984014443252818e-16,4.654256779718893,1.5978925228118896,0.0,0.0,0.0,-349.94346014230774,22056.34601423077,15.0,469.0,50,0.7857142857142857
89,80,9,22536.69599430376,1.5951019525527954,31,,train,814,259,0.8988848030567169,3.641531520770513e-16,2.7785636096866444,1.5963335037231445,0.0,0.0,0.0,-304.74695994303755,22536.69599430376,9.0,369.0,50,0.898876404494382
86,79,7,22103.701977654106,1.5937621593475342,32,,train,768,273,0.827446386218071,1.376676550535194e-16,2.8038383638215207,1.5947221517562866,0.0,0.0,0.0,-283.9970197765411,22103.701977654106,7.0,348.0,50,0.9186046511627907
65,59,6,18923.410733980298,1.5927488803863525,33,,train,617,197,0.8969485014677048,-7.549516567451065e-17,1.819657348627121,1.5934913158416748,0.0,0.0,0.0,-241.47410733980288,18923.410733980298,6.0,212.0,50,0.9076923076923077
78,72,6,21756.94359047775,1.5917019844055176,34,,train,599,237,0.9431272745132446,1.3322676295501878e-16,2.6267619766644077,1.5925142765045166,0.0,0.0,0.0,-271.56943590477755,21756.94359047775,6.0,300.0,50,0.9230769230769231
88,78,7,22318.805953656247,1.5905147790908813,35,,train,621,246,0.8970268368721008,3.552713678800501e-16,3.1576773402612486,1.5913738012313843,0.0,0.0,0.0,-286.80805953656255,22318.805953656247,7.0,381.0,50,0.8863636363636364
77,72,5,20935.316529724612,1.5891603231430054,36,,train,487,233,1.7223135232925415,-2.6645352591003756e-17,2.7447218028371205,1.5902541875839233,0.0,0.0,0.0,-255.25316529724614,20935.316529724612,5.0,295.0,50,0.935064935064935
89,74,14,23761.620984950314,1.587494969367981,37,,train,1193,255,0.9385348856449127,4.574118861455645e-16,3.4982771498059337,1.588720679283142,0.0,0.0,0.0,-359.09620984950317,23761.620984950314,14.0,474.0,50,0.8314606741573034
60,56,3,18834.488578675242,1.5859858989715576,38,,train,418,197,1.3717710077762604,1.6431300764452317e-16,1.8023194745749507,1.587097406387329,0.0,0.0,0.0,-215.84488578675237,18834.488578675242,3.0,175.0,50,0.9333333333333333
79,73,6,21614.42613532285,1.5846922397613525,39,,train,508,248,0.8589046597480774,3.8191672047105384e-16,2.92994107029107,1.5856225490570068,0.0,0.0,0.0,-270.52426135322855,21614.42613532285,6.0,319.0,50,0.9240506329113924
73,66,7,20487.33101520951,1.58352792263031,40,,train,647,221,0.9728821218013763,5.773159728050814e-17,2.5020815821036795,1.5844171047210693,0.0,0.0,0.0,-266.5533101520951,20487.33101520951,7.0,284.0,50,0.9041095890410958
73,61,12,21008.491581438175,1.5822649002075195,41,,train,1151,208,1.1368883103132248,1.2878587085651815e-16,3.1719687333256807,1.5831847190856934,0.0,0.0,0.0,-313.58491581438176,21008.491581438175,12.0,375.0,50,0.8356164383561644
81,74,7,21158.798779642973,1.5809520483016968,42,,train,844,249,1.055411472916603,5.773159728050814e-17,2.270559767789839,1.5819830894470215,0.0,0.0,0.0,-273.36798779642976,21158.798779642973,7.0,289.0,50,0.9135802469135802
70,63,7,21382.946148005925,1.5795141458511353,43,,train,563,207,0.8742029964923859,-1.7763568394002505e-17,2.7282029005955493,1.5805575847625732,0.0,0.0,0.0,-275.6694614800593,21382.946148005925,7.0,292.0,50,0.9
68,59,9,21686.167117955076,1.5783905982971191,44,,train,904,194,0.8743288218975067,6.661338147750939e-17,2.884953693524714,1.57920241355896,0.0,0.0,0.0,-295.0016711795507,21686.167117955076,9.0,307.0,50,0.8676470588235294
64,54,8,18744.283511427748,1.5774660110473633,45,,train,915,195,0.8957138508558273,-4.618527782440651e-16,1.7153603358650387,1.5781530141830444,0.0,0.0,0.0,-256.1228351142775,18744.283511427748,8.0,234.0,50,0.84375
64,58,6,18154.55462610327,1.576661467552185,46,,train,624,205,0.9087555408477783,-7.993605777301127e-17,1.7232807593581478,1.5772349834442139,0.0,0.0,0.0,-233.66554626103263,18154.55462610327,6.0,206.0,50,0.90625
69,56,13,21966.099075579496,1.576074481010437,47,,train,1076,190,1.1294420808553696,-2.353672812205332e-16,3.7491140359620876,1.5765036344528198,0.0,0.0,0.0,-331.54099075579495,21966.099075579496,13.0,394.0,50,0.8115942028985508
66,62,4,20382.35344346533,1.5754854679107666,48,,train,286,207,1.5867949724197388,-3.641531520770513e-16,2.215123911618197,1.575940489768982,0.0,0.0,0.0,-240.12353443465327,20382.35344346533,4.0,215.0,50,0.9393939393939394
84,68,14,23175.13026362954,1.5748149156570435,49,,train,1236,237,0.9073379337787628,-2.0872192862952942e-16,3.7288447759853685,1.575305461883545,0.0,0.0,0.0,-353.1513026362954,23175.13026362954,14.0,470.0,50,0.8095238095238095
83,74,8,22049.699806470446,,49,0,eval,646,247,,,4.973086803910649,0.0,0.0,0.0,0.0,-294.65699806470445,22049.699806470446,8.0,508.0,50,0.891566265060241
67,62,3,19174.104735738474,,49,1,eval,448,196,,,2.7942715600633385,0.0,0.0,0.0,0.0,-221.0210473573847,19174.104735738474,3.0,264.0,50,0.9253731343283582
60,57,3,16910.55897804511,,49,2,eval,281,200,,,2.0233293082093495,0.0,0.0,0.0,0.0,-196.66558978045106,16910.55897804511,3.0,178.0,50,0.95
79,72,5,19296.392835661438,,49,3,eval,573,239,,,2.7036727668446927,0.0,0.0,0.0,0.0,-239.1839283566144,19296.392835661438,5.0,311.0,50,0.9113924050632911
78,71,7,17388.16868839623,,49,4,eval,631,260,,,1.7507071592149228,0.0,0.0,0.0,0.0,-234.68168688396233,17388.16868839623,7.0,240.0,50,0.9102564102564102
78,68,9,22421.20358835582,1.5730069875717163,50,,train,946,228,4.481397807598114,-1.2434497875801754e-16,2.385259022006977,1.5746591091156006,0.0,0.0,0.0,-302.51203588355804,22421.20358835582,9.0,315.0,50,0.8717948717948718
71,61,10,21394.442218101463,1.569991946220398,51,,train,849,203,1.0020100772380829,-2.753353101070388e-16,3.037056012785716,1.5721547603607178,0.0,0.0,0.0,-300.7244221810147,21394.442218101463,10.0,339.0,50,0.8591549295774648
71,62,9,22581.521201584637,1.5678640604019165,52,,train,738,195,0.8622856289148331,2.353672812205332e-16,2.9220799953685614,1.5693835020065308,0.0,0.0,0.0,-304.1952120158463,22581.521201584637,9.0,319.0,50,0.8732394366197183
75,62,13,22749.11118563204,1.5663151741027832,53,,train,1045,212,1.0359561443328857,2.6201263381153693e-16,4.200554431697578,1.5674424171447754,0.0,0.0,0.0,-340.49111185632046,22749.11118563204,13.0,450.0,50,0.8266666666666667
70,61,9,20490.427385051553,1.565014362335205,54,,train,795,224,1.0128899812698364,-5.684341886080802e-16,1.9776835834007243,1.5659679174423218,0.0,0.0,0.0,-282.1042738505155,20490.427385051553,9.0,260.0,50,0.8714285714285714
77,69,8,21827.700374603508,1.5638824701309204,55,,train,726,235,1.0280000865459442,-3.419486915845482e-16,2.9971665145974913,1.5647132396697998,0.0,0.0,0.0,-289.0170037460351,21827.700374603508,8.0,337.0,50,0.8961038961038961
86,76,10,22402.79749882645,1.5629174709320068,56,,train,990,269,0.9164997339248657,1.2878587085651815e-16,2.844520201113696,1.5636203289031982,0.0,0.0,0.0,-311.6479749882645,22402.79749882645,10.0,381.0,50,0.8837209302325582
85,77,8,22144.566091463512,1.562117099761963,57,,train,808,260,1.0681290030479431,-7.283063041541026e-16,2.927983144642434,1.5627033710479736,0.0,0.0,0.0,-292.62566091463515,22144.566091463512,8.0,359.0,50,0.9058823529411765
78,70,8,22471.077431721515,1.5612869262695312,58,,train,648,233,1.4002285301685333,-5.684341886080802e-16,3.0090029464,1.561932921409607,0.0,0.0,0.0,-295.57077431721507,22471.077431721515,8.0,343.0,50,0.8974358974358975
87,71,13,23610.56122906779,1.560327172279358,59,,train,1272,240,0.9778524786233902,-3.5971225997855074e-16,3.371003343492926,1.5610278844833374,0.0,0.0,0.0,-348.8256122906779,23610.56122906779,13.0,436.0,50,0.8160919540229885
73,62,11,20828.658717441365,1.5589392185211182,60,,train,895,211,4.3700791001319885,-1.2434497875801754e-16,2.340161280772734,1.5601117610931396,0.0,0.0,0.0,-302.5065871744137,20828.658717441365,11.0,311.0,50,0.8493150684931506
66,59,7,20066.12159653566,1.5569326877593994,61,,train,819,199,1.0080523490905762,0.0,2.6672873453741097,1.5583810806274414,0.0,0.0,0.0,-262.0612159653566,20066.12159653566,7.0,270.0,50,0.8939393939393939
83,75,8,23222.807343329172,1.5554739236831665,62,,train,705,242,0.9968294203281403,-1.0658141036401502e-16,3.5371222509802993,1.5565046072006226,0.0,0.0,0.0,-304.26807343329176,23222.807343329172,8.0,402.0,50,0.9036144578313253
76,71,4,19960.80910162546,1.554614782333374,63,,train,328,238,1.1977239549160004,4.085620730620576e-16,2.456268902351474,1.5552023649215698,0.0,0.0,0.0,-237.00809101625464,19960.80910162546,4.0,270.0,50,0.9342105263157895
88,73,11,22806.255905323782,1.553938388824463,64,,train,1277,243,1.0618954747915268,-5.417888360170764e-16,2.817035956824925,1.5544841289520264,0.0,0.0,0.0,-324.2825590532378,22806.255905323782,11.0,411.0,50,0.8295454545454546
82,73,8,21371.752366652578,1.553083896636963,65,,train,1066,245,0.8907670825719833,5.817568649035821e-16,2.8164796212336514,1.5537084341049194,0.0,0.0,0.0,-284.73752366652565,21371.752366652578,8.0,351.0,50,0.8902439024390244
81,72,9,23438.645405313833,1.5523450374603271,66,,train,1000,246,1.0626149624586105,-5.329070518200751e-17,3.794110664898722,1.5528831481933594,0.0,0.0,0.0,-314.74645405313834,23438.645405313833,9.0,418.0,50,0.8888888888888888
76,65,10,22740.656322352912,1.5517810583114624,67,,train,833,216,0.8986546248197556,-1.865174681370263e-16,3.5090993019419994,1.5521825551986694,0.0,0.0,0.0,-315.1665632235292,22740.656322352912,10.0,388.0,50,0.8552631578947368
79,75,4,23180.436925171445,1.5508886575698853,68,,train,285,234,1.6549686789512634,0.0,3.452597577057248,1.5516712665557861,0.0,0.0,0.0,-270.6443692517144,23180.436925171445,4.0,342.0,50,0.9493670886075949
62,59,3,17722.690530848155,1.5494904518127441,69,,train,405,202,0.8657101094722748,-3.019806626980426e-16,1.4919413697600712,1.5504803657531738,0.0,0.0,0.0,-204.36690530848156,17722.690530848155,3.0,157.0,50,0.9516129032258065
94,83,9,23741.085029627204,1.548514485359192,70,,train,728,265,1.1701886057853699,-1.3322676295501878e-17,3.695617093234773,1.5492271184921265,0.0,0.0,0.0,-318.5708502962721,23741.085029627204,9.0,458.0,50,0.8829787234042553
78,71,7,19601.141205770025,1.547730803489685,71,,train,777,254,0.8756714761257172,1.021405182655144e-16,1.9583580824768574,1.5482957363128662,0.0,0.0,0.0,-257.1514120577002,19601.141205770025,7.0,257.0,50,0.9102564102564102
74,64,10,21357.93577315518,1.5470805168151855,72,,train,746,215,1.034776359796524,-2.220446049250313e-16,3.032754861290168,1.547565221786499,0.0,0.0,0.0,-300.49935773155187,21357.93577315518,10.0,346.0,50,0.8648648648648649
59,51,8,18271.58350214111,1.5464462041854858,73,,train,640,194,1.046645700931549,-3.641531520770513e-16,2.089004179822143,1.546915054321289,0.0,0.0,0.0,-251.29583502141105,18271.58350214111,8.0,229.0,50,0.864406779661017
81,72,8,18981.604604805492,1.5458734035491943,74,,train,1085,263,0.9169045388698578,3.1974423109204507e-16,2.048291816203509,1.5462956428527832,0.0,0.0,0.0,-259.47604604805485,18981.604604805492,8.0,283.0,50,0.8888888888888888
84,72,12,21403.83389466281,,74,0,eval,891,248,,,4.562105666365075,0.0,0.0,0.0,0.0,-320.1383389466281,21403.83389466281,12.0,505.0,50,0.8571428571428571
71,65,4,19587.177132207904,,74,1,eval,571,202,,,2.924843936523131,0.0,0.0,0.0,0.0,-233.6517713220791,19587.177132207904,4.0,289.0,50,0.9154929577464789
60,57,3,16755.482446254577,,74,2,eval,292,195,,,2.0168306820004713,0.0,0.0,0.0,0.0,-195.11482446254576,16755.482446254577,3.0,178.0,50,0.95
79,72,5,19091.103518063184,,74,3,eval,579,241,,,2.693829564262155,0.0,0.0,0.0,0.0,-237.09103518063185,19091.103518063184,5.0,309.0,50,0.9113924050632911
77,70,7,17249.314062631736,,74,4,eval,655,252,,,1.7991881456161622,0.0,0.0,0.0,0.0,-233.2731406263174,17249.314062631736,7.0,239.0,50,0.9090909090909091
79,67,12,19996.397455431983,1.5453755855560303,75,,train,1099,242,1.3101319074630737,7.105427357601002e-17,2.1653186474498622,1.5457395315170288,0.0,0.0,0.0,-302.40397455431975,19996.397455431983,12.0,322.0,50,0.8481012658227848
72,64,8,20778.455791769444,1.5448745489120483,76,,train,1042,216,0.9455664604902267,3.774758283725532e-16,2.6009162357828317,1.54525887966156,0.0,0.0,0.0,-277.6845579176944,20778.455791769444,8.0,295.0,50,0.8888888888888888
80,73,7,22240.721382204374,1.5443670749664307,77,,train,482,236,0.8886354863643646,1.7763568394002506e-16,2.932146512403754,1.5447309017181396,0.0,0.0,0.0,-285.1272138220438,22240.721382204374,7.0,336.0,50,0.9125
69,64,5,17293.96611688686,1.543701171875,78,,train,532,234,1.1969386339187622,-1.403321903126198e-15,1.4502764371503265,1.544264554977417,0.0,0.0,0.0,-216.6596611688686,17293.96611688686,5.0,186.0,50,0.927536231884058
77,68,7,21049.437204581016,1.5428098440170288,79,,train,678,232,0.9113957583904266,4.796163466380677e-16,2.342660867613704,1.5434377193450928,0.0,0.0,0.0,-272.39437204581026,21049.437204581016,7.0,295.0,50,0.8831168831168831
71,61,8,21932.00819358455,1.542083740234375,80,,train,673,202,1.024914190173149,-9.059419880941278e-16,3.023804669999945,1.5426466464996338,0.0,0.0,0.0,-289.54008193584554,21932.00819358455,8.0,311.0,50,0.8591549295774648
73,73,0,19653.172429524377,1.5413143634796143,81,,train,44,265,0.8465460538864136,5.950795411990839e-16,2.4377882758618283,1.541866660118103,0.0,0.0,0.0,-200.7717242952437,19653.172429524377,0.0,212.0,50,1.0
84,74,10,23520.30729127547,1.540632724761963,82,,train,824,233,1.0099098980426788,-8.881784197001253e-18,3.945378824791358,1.5411548614501953,3.0,0.0,0.0,-327.1830729127547,23520.30729127547,10.0,449.0,50,0.8809523809523809
75,69,6,20895.419087458533,1.5398879051208496,83,,train,465,227,0.9356147199869156,-1.509903313490213e-16,2.9208108430860498,1.5404460430145264,0.0,0.0,0.0,-263.17419087458535,20895.419087458533,6.0,311.0,50,0.92
81,72,8,21351.79431262854,1.5392178297042847,84,,train,610,250,0.9140660911798477,-3.552713678800501e-16,2.8645245665783166,1.5396989583969116,0.0,0.0,0.0,-284.5579431262854,21351.79431262854,8.0,352.0,50,0.8888888888888888
73,69,4,20425.157512739646,1.5385940074920654,85,,train,420,231,1.0295545011758804,-1.3322676295501878e-16,2.2829823284627624,1.5390795469284058,0.0,0.0,0.0,-241.0115751273965,20425.157512739646,4.0,238.0,50,0.9452054794520548
89,76,11,21322.217611939548,1.5376769304275513,86,,train,904,259,1.3562123477458954,1.0658141036401502e-16,2.755762561280933,1.5384153127670288,0.0,0.0,0.0,-308.86217611939554,21322.217611939548,11.0,382.0,50,0.8539325842696629
60,52,8,19721.34605459986,1.5365713834762573,87,,train,728,184,0.9038038402795792,-1.7763568394002506e-16,2.857112952908409,1.5373681783676147,0.0,0.0,0.0,-266.65346054599854,19721.34605459986,8.0,272.0,50,0.8666666666666667
86,76,10,23195.319097016414,1.5357040166854858,88,,train,900,255,0.9807421863079071,2.0872192862952942e-16,4.19699402185029,1.5363407135009766,0.0,0.0,0.0,-321.4731909701642,23195.319097016414,10.0,476.0,50,0.8837209302325582
71,65,6,20008.050304207976,1.5350042581558228,89,,train,519,229,0.9729854166507721,5.329070518200751e-17,2.3726651518558155,1.5355072021484375,2.0,0.0,0.0,-255.1805030420798,20008.050304207976,6.0,255.0,50,0.9154929577464789
61,52,9,18751.08526441777,1.5344438552856445,90,,train,691,183,0.8896020948886871,-1.5987211554602254e-16,2.04591265647075,1.5348600149154663,0.0,0.0,0.0,-264.29085264417773,18751.08526441777,9.0,239.0,50,0.8524590163934426
66,59,7,17945.1592707283,1.533982753753662,91,,train,722,210,1.0089032053947449,4.618527782440651e-16,1.769882781284046,1.5343073606491089,0.0,0.0,0.0,-239.81159270728295,17945.1592707283,7.0,218.0,50,0.8939393939393939
80,66,14,21944.464771348412,1.5335869789123535,92,,train,1084,235,1.0628813654184341,4.1300296516055825e-16,3.09429919149789,1.5338988304138184,0.0,0.0,0.0,-339.5446477134841,21944.464771348412,14.0,405.0,50,0.825
78,72,6,22188.220951723055,1.5331097841262817,93,,train,450,228,0.9491342753171921,5.417888360170764e-16,3.0440455069396113,1.5334622859954834,0.0,0.0,0.0,-276.4822095172305,22188.220951723055,6.0,330.0,50,0.9230769230769231
65,62,3,18233.36488984304,1.532660961151123,94,,train,227,214,0.9255391508340836,5.062616992290713e-16,1.7157934647223192,1.5329960584640503,0.0,0.0,0.0,-209.8336488984304,18233.36488984304,3.0,175.0,50,0.9538461538461539
83,66,17,21781.716540772075,1.5321869850158691,95,,train,1663,233,0.9825710505247116,1.376676550535194e-16,3.2214647036233868,1.5325486660003662,0.0,0.0,0.0,-362.8771654077208,21781.716540772075,17.0,453.0,50,0.7951807228915663
77,68,9,21748.345487529532,1.5316845178604126,96,,train,747,217,0.9212466925382614,-6.217248937900877e-17,3.460114659029103,1.532055377960205,0.0,0.0,0.0,-297.0034548752954,21748.345487529532,9.0,376.0,50,0.8831168831168831
69,59,10,20141.04232375275,1.5312390327453613,97,,train,950,209,0.9817677587270737,1.509903313490213e-16,2.3084458992816814,1.5315666198730469,0.0,0.0,0.0,-287.2104232375276,20141.04232375275,10.0,290.0,50,0.855072463768116
81,75,4,19427.647402301274,1.529984951019287,98,,train,391,248,26.868794441223145,1.1546319456101628e-16,1.6927454584162687,1.5311360359191895,0.0,0.0,0.0,-230.45647402301273,19427.647402301274,4.0,209.0,50,0.9259259259259259
79,67,9,21263.977187381824,1.5279805660247803,99,,train,777,229,1.1250549852848053,1.2434497875801754e-16,3.134625571250835,1.5294175148010254,0.0,0.0,0.0,-291.91977187381826,21263.977187381824,9.0,364.0,50,0.8481012658227848
83,73,10,21966.50953409262,,99,0,eval,794,244,,,4.366156214118539,0.0,16.0,0.0,0.0,-325.14509534092616,21966.50953409262,10.0,474.0,50,0.8795180722891566
66,61,3,18745.49086921635,,99,1,eval,449,197,,,2.7285453203007437,0.0,0.0,0.0,0.0,-216.49490869216353,18745.49086921635,3.0,252.0,50,0.9242424242424242
59,55,4,16485.034992267418,,99,2,eval,341,200,,,2.0834831844560684,0.0,0.0,0.0,0.0,-200.6303499226742,16485.034992267418,4.0,189.0,50,0.9322033898305084
79,71,6,18410.35899443636,,99,3,eval,703,244,,,2.500129507277054,0.0,7.0,0.0,0.0,-245.24358994436358,18410.35899443636,6.0,307.0,50,0.8987341772151899
76,69,7,17256.431441439287,,99,4,eval,658,252,,,1.7616003683223382,0.0,9.0,0.0,0.0,-242.30431441439288,17256.431441439287,7.0,237.0,50,0.9078947368421053
79,72,7,22361.621584352244,1.5264583826065063,100,,train,639,228,1.2949009239673615,-3.3306690738754696e-16,3.584599300392443,1.5275758504867554,1.0,0.0,0.0,-288.21621584352255,22361.621584352244,7.0,380.0,50,0.9113924050632911
71,66,4,19458.766903317253,1.5252212285995483,101,,train,480,211,0.9237324744462967,9.681144774731366e-16,1.7846003103822423,1.526106595993042,2.0,0.0,0.0,-232.82766903317253,19458.766903317253,4.0,212.0,50,0.9295774647887324
