difficulty,ablation,method,episodes,reward_mean,reward_std,latency_mean,task_energy_mean,flight_energy_mean,total_energy_mean,success_rate,drop_rate,offload_ratio_mean,target_local,target_uav,target_leo,target_local_rate,target_uav_rate,target_leo_rate,line,scale,seed,area_km,road_km,uav_speed,runtime_s
v2x_hotspot_hard,none,predict_tea,15,-121.81458726369947,33.216999952974994,0.09525716251144406,0.5237781874417863,149.33628189233266,149.86006007977448,0.9704,0.029600000000000008,0.16389999999999996,5871,378,1251,0.7828,0.0504,0.1668,real,1.5,7,1.5,1.05,25.0,2.1
v2x_hotspot_hard,none,follow_tea,15,-135.30965277453114,37.07570527761112,0.09452996979483187,0.5017660765059747,149.2782460279796,149.7800121044856,0.9634666666666668,0.036533333333333334,0.16666666666666666,5844,473,1183,0.7792,0.06306666666666666,0.15773333333333334,real,1.5,7,1.5,1.05,25.0,2.2
v2x_hotspot_hard,none,pmeo_e,15,-242.35115382723674,103.9408685092235,0.11339698583033006,0.4146007384665903,85.44534171558263,85.8599424540492,0.9114666666666668,0.08853333333333331,0.16999999999999998,5842,923,735,0.7789333333333334,0.12306666666666667,0.098,real,1.5,7,1.5,1.05,25.0,3.6
v2x_hotspot_hard,none,random,15,-440.0282505130252,147.19396425035748,0.19460476734164364,1.6054159816324696,145.6532524404009,147.25866842203337,0.8359999999999999,0.164,0.5033829501045058,2448,2514,2538,0.3264,0.3352,0.3384,real,1.5,7,1.5,1.05,25.0,1.3
v2x_hotspot_hard,none,postmove_exact,15,-138.19072573971627,46.64915292247174,0.10355327810114914,0.5298800552903413,148.94432016945993,149.47420022475026,0.9642666666666667,0.03573333333333333,0.18186666666666665,5734,441,1325,0.7645333333333333,0.0588,0.17666666666666667,real,1.5,42,1.5,1.05,25.0,2.3
v2x_hotspot_hard,none,current_exact,15,-146.06268376312445,47.40369467906245,0.10383304532070185,0.517290858275205,148.94432016945993,149.46161102773513,0.9604,0.0396,0.18243333333333334,5744,459,1297,0.7658666666666667,0.0612,0.17293333333333333,real,1.5,42,1.5,1.05,25.0,2.1
v2x_hotspot_hard,none,predict_tea,15,-146.06441665751422,47.40394720525622,0.10383644228884678,0.5176349614482638,148.94432016945993,149.4619551309082,0.9604,0.0396,0.1824,5744,459,1297,0.7658666666666667,0.0612,0.17293333333333333,real,1.5,42,1.5,1.05,25.0,2.2
v2x_hotspot_hard,none,follow_tea,15,-151.4982898688199,54.48274907522214,0.10241025887082414,0.5024701576320192,149.09580084311312,149.5982710007452,0.9573333333333333,0.04266666666666667,0.18480000000000002,5731,465,1304,0.7641333333333333,0.062,0.17386666666666667,real,1.5,42,1.5,1.05,25.0,2.1
v2x_hotspot_hard,none,pmeo_e,15,-268.5151774072824,126.21563094753361,0.12187860526567106,0.4254144111350665,86.0,86.42541441113507,0.9005333333333332,0.09946666666666666,0.18756666666666666,5696,979,825,0.7594666666666666,0.13053333333333333,0.11,real,1.5,42,1.5,1.05,25.0,3.6
v2x_hotspot_hard,none,random,15,-486.8586737735758,172.85252535268768,0.21107750237378745,1.845597315697055,144.6869618844571,146.5325592001542,0.8166666666666665,0.1833333333333333,0.4944514299539968,2494,2548,2458,0.33253333333333335,0.33973333333333333,0.3277333333333333,real,1.5,42,1.5,1.05,25.0,1.2
v2x_hotspot_hard,none,postmove_exact,15,-108.44061060693129,38.49462321651541,0.08316241203963817,0.45786240722036264,148.13618346390186,148.5940458711222,0.9740000000000001,0.026000000000000002,0.144,6065,348,1087,0.8086666666666666,0.0464,0.14493333333333333,real,1.5,2024,1.5,1.05,25.0,2.2
v2x_hotspot_hard,none,current_exact,15,-111.71606750413126,40.04892737529236,0.08331305921319962,0.4591955114130897,148.13618346390186,148.59537897531496,0.9724000000000002,0.027600000000000003,0.1434666666666667,6069,357,1074,0.8092,0.0476,0.1432,real,1.5,2024,1.5,1.05,25.0,2.0
